Start time UTC,End time UTC,Start time UTC+03:00,End time UTC+03:00,Wind power generation - hourly data
2018-04-20 07:00:00,2018-04-20 08:00:00,2018-04-20 10:00:00,2018-04-20 11:00:00,400.0
2018-04-20 08:00:00,2018-04-20 09:00:00,2018-04-20 11:00:00,2018-04-20 12:00:00,404.0
2018-04-20 09:00:00,2018-04-20 10:00:00,2018-04-20 12:00:00,2018-04-20 13:00:00,365.0
2018-04-20 10:00:00,2018-04-20 11:00:00,2018-04-20 13:00:00,2018-04-20 14:00:00,289.0
2018-04-20 11:00:00,2018-04-20 12:00:00,2018-04-20 14:00:00,2018-04-20 15:00:00,254.0
2018-04-20 12:00:00,2018-04-20 13:00:00,2018-04-20 15:00:00,2018-04-20 16:00:00,214.0
2018-04-20 13:00:00,2018-04-20 14:00:00,2018-04-20 16:00:00,2018-04-20 17:00:00,165.0
2018-04-20 14:00:00,2018-04-20 15:00:00,2018-04-20 17:00:00,2018-04-20 18:00:00,122.0
2018-04-20 15:00:00,2018-04-20 16:00:00,2018-04-20 18:00:00,2018-04-20 19:00:00,97.0
2018-04-20 16:00:00,2018-04-20 17:00:00,2018-04-20 19:00:00,2018-04-20 20:00:00,90.0
2018-04-20 17:00:00,2018-04-20 18:00:00,2018-04-20 20:00:00,2018-04-20 21:00:00,88.0
2018-04-20 18:00:00,2018-04-20 19:00:00,2018-04-20 21:00:00,2018-04-20 22:00:00,93.0
2018-04-20 19:00:00,2018-04-20 20:00:00,2018-04-20 22:00:00,2018-04-20 23:00:00,98.0
2018-04-20 20:00:00,2018-04-20 21:00:00,2018-04-20 23:00:00,2018-04-21 00:00:00,91.0
2018-04-20 21:00:00,2018-04-20 22:00:00,2018-04-21 00:00:00,2018-04-21 01:00:00,99.0
2018-04-20 22:00:00,2018-04-20 23:00:00,2018-04-21 01:00:00,2018-04-21 02:00:00,176.0
2018-04-20 23:00:00,2018-04-21 00:00:00,2018-04-21 02:00:00,2018-04-21 03:00:00,283.0
2018-04-21 00:00:00,2018-04-21 01:00:00,2018-04-21 03:00:00,2018-04-21 04:00:00,408.0
2018-04-21 01:00:00,2018-04-21 02:00:00,2018-04-21 04:00:00,2018-04-21 05:00:00,451.0
2018-04-21 02:00:00,2018-04-21 03:00:00,2018-04-21 05:00:00,2018-04-21 06:00:00,452.0
2018-04-21 03:00:00,2018-04-21 04:00:00,2018-04-21 06:00:00,2018-04-21 07:00:00,466.0
2018-04-21 04:00:00,2018-04-21 05:00:00,2018-04-21 07:00:00,2018-04-21 08:00:00,492.0
2018-04-21 05:00:00,2018-04-21 06:00:00,2018-04-21 08:00:00,2018-04-21 09:00:00,460.0
2018-04-21 06:00:00,2018-04-21 07:00:00,2018-04-21 09:00:00,2018-04-21 10:00:00,413.0
2018-04-21 07:00:00,2018-04-21 08:00:00,2018-04-21 10:00:00,2018-04-21 11:00:00,433.0
2018-04-21 08:00:00,2018-04-21 09:00:00,2018-04-21 11:00:00,2018-04-21 12:00:00,449.0
2018-04-21 09:00:00,2018-04-21 10:00:00,2018-04-21 12:00:00,2018-04-21 13:00:00,483.0
2018-04-21 10:00:00,2018-04-21 11:00:00,2018-04-21 13:00:00,2018-04-21 14:00:00,487.0
2018-04-21 11:00:00,2018-04-21 12:00:00,2018-04-21 14:00:00,2018-04-21 15:00:00,486.0
2018-04-21 12:00:00,2018-04-21 13:00:00,2018-04-21 15:00:00,2018-04-21 16:00:00,447.0
2018-04-21 13:00:00,2018-04-21 14:00:00,2018-04-21 16:00:00,2018-04-21 17:00:00,477.0
2018-04-21 14:00:00,2018-04-21 15:00:00,2018-04-21 17:00:00,2018-04-21 18:00:00,498.0
2018-04-21 15:00:00,2018-04-21 16:00:00,2018-04-21 18:00:00,2018-04-21 19:00:00,495.0
2018-04-21 16:00:00,2018-04-21 17:00:00,2018-04-21 19:00:00,2018-04-21 20:00:00,471.0
2018-04-21 17:00:00,2018-04-21 18:00:00,2018-04-21 20:00:00,2018-04-21 21:00:00,503.0
2018-04-21 18:00:00,2018-04-21 19:00:00,2018-04-21 21:00:00,2018-04-21 22:00:00,533.0
2018-04-21 19:00:00,2018-04-21 20:00:00,2018-04-21 22:00:00,2018-04-21 23:00:00,564.0
2018-04-21 20:00:00,2018-04-21 21:00:00,2018-04-21 23:00:00,2018-04-22 00:00:00,568.0
2018-04-21 21:00:00,2018-04-21 22:00:00,2018-04-22 00:00:00,2018-04-22 01:00:00,556.0
2018-04-21 22:00:00,2018-04-21 23:00:00,2018-04-22 01:00:00,2018-04-22 02:00:00,514.0
2018-04-21 23:00:00,2018-04-22 00:00:00,2018-04-22 02:00:00,2018-04-22 03:00:00,444.0
2018-04-22 00:00:00,2018-04-22 01:00:00,2018-04-22 03:00:00,2018-04-22 04:00:00,400.0
2018-04-22 01:00:00,2018-04-22 02:00:00,2018-04-22 04:00:00,2018-04-22 05:00:00,391.0
2018-04-22 02:00:00,2018-04-22 03:00:00,2018-04-22 05:00:00,2018-04-22 06:00:00,371.0
2018-04-22 03:00:00,2018-04-22 04:00:00,2018-04-22 06:00:00,2018-04-22 07:00:00,344.0
2018-04-22 04:00:00,2018-04-22 05:00:00,2018-04-22 07:00:00,2018-04-22 08:00:00,245.0
2018-04-22 05:00:00,2018-04-22 06:00:00,2018-04-22 08:00:00,2018-04-22 09:00:00,179.0
2018-04-22 06:00:00,2018-04-22 07:00:00,2018-04-22 09:00:00,2018-04-22 10:00:00,145.0
2018-04-22 07:00:00,2018-04-22 08:00:00,2018-04-22 10:00:00,2018-04-22 11:00:00,138.0
2018-04-22 08:00:00,2018-04-22 09:00:00,2018-04-22 11:00:00,2018-04-22 12:00:00,134.0
2018-04-22 09:00:00,2018-04-22 10:00:00,2018-04-22 12:00:00,2018-04-22 13:00:00,123.0
2018-04-22 10:00:00,2018-04-22 11:00:00,2018-04-22 13:00:00,2018-04-22 14:00:00,119.0
2018-04-22 11:00:00,2018-04-22 12:00:00,2018-04-22 14:00:00,2018-04-22 15:00:00,108.0
2018-04-22 12:00:00,2018-04-22 13:00:00,2018-04-22 15:00:00,2018-04-22 16:00:00,99.0
2018-04-22 13:00:00,2018-04-22 14:00:00,2018-04-22 16:00:00,2018-04-22 17:00:00,87.0
2018-04-22 14:00:00,2018-04-22 15:00:00,2018-04-22 17:00:00,2018-04-22 18:00:00,76.0
2018-04-22 15:00:00,2018-04-22 16:00:00,2018-04-22 18:00:00,2018-04-22 19:00:00,64.0
2018-04-22 16:00:00,2018-04-22 17:00:00,2018-04-22 19:00:00,2018-04-22 20:00:00,61.0
2018-04-22 17:00:00,2018-04-22 18:00:00,2018-04-22 20:00:00,2018-04-22 21:00:00,57.0
2018-04-22 18:00:00,2018-04-22 19:00:00,2018-04-22 21:00:00,2018-04-22 22:00:00,63.0
2018-04-22 19:00:00,2018-04-22 20:00:00,2018-04-22 22:00:00,2018-04-22 23:00:00,83.0
2018-04-22 20:00:00,2018-04-22 21:00:00,2018-04-22 23:00:00,2018-04-23 00:00:00,138.0
2018-04-22 21:00:00,2018-04-22 22:00:00,2018-04-23 00:00:00,2018-04-23 01:00:00,191.0
2018-04-22 22:00:00,2018-04-22 23:00:00,2018-04-23 01:00:00,2018-04-23 02:00:00,230.0
2018-04-22 23:00:00,2018-04-23 00:00:00,2018-04-23 02:00:00,2018-04-23 03:00:00,283.0
2018-04-23 00:00:00,2018-04-23 01:00:00,2018-04-23 03:00:00,2018-04-23 04:00:00,352.0
2018-04-23 01:00:00,2018-04-23 02:00:00,2018-04-23 04:00:00,2018-04-23 05:00:00,374.0
2018-04-23 02:00:00,2018-04-23 03:00:00,2018-04-23 05:00:00,2018-04-23 06:00:00,399.0
2018-04-23 03:00:00,2018-04-23 04:00:00,2018-04-23 06:00:00,2018-04-23 07:00:00,436.0
2018-04-23 04:00:00,2018-04-23 05:00:00,2018-04-23 07:00:00,2018-04-23 08:00:00,396.0
2018-04-23 05:00:00,2018-04-23 06:00:00,2018-04-23 08:00:00,2018-04-23 09:00:00,263.0
2018-04-23 06:00:00,2018-04-23 07:00:00,2018-04-23 09:00:00,2018-04-23 10:00:00,185.0
2018-04-23 07:00:00,2018-04-23 08:00:00,2018-04-23 10:00:00,2018-04-23 11:00:00,214.0
2018-04-23 08:00:00,2018-04-23 09:00:00,2018-04-23 11:00:00,2018-04-23 12:00:00,281.0
2018-04-23 09:00:00,2018-04-23 10:00:00,2018-04-23 12:00:00,2018-04-23 13:00:00,302.0
2018-04-23 10:00:00,2018-04-23 11:00:00,2018-04-23 13:00:00,2018-04-23 14:00:00,358.0
2018-04-23 11:00:00,2018-04-23 12:00:00,2018-04-23 14:00:00,2018-04-23 15:00:00,388.0
2018-04-23 12:00:00,2018-04-23 13:00:00,2018-04-23 15:00:00,2018-04-23 16:00:00,417.0
2018-04-23 13:00:00,2018-04-23 14:00:00,2018-04-23 16:00:00,2018-04-23 17:00:00,450.0
2018-04-23 14:00:00,2018-04-23 15:00:00,2018-04-23 17:00:00,2018-04-23 18:00:00,455.0
2018-04-23 15:00:00,2018-04-23 16:00:00,2018-04-23 18:00:00,2018-04-23 19:00:00,425.0
2018-04-23 16:00:00,2018-04-23 17:00:00,2018-04-23 19:00:00,2018-04-23 20:00:00,418.0
2018-04-23 17:00:00,2018-04-23 18:00:00,2018-04-23 20:00:00,2018-04-23 21:00:00,505.0
2018-04-23 18:00:00,2018-04-23 19:00:00,2018-04-23 21:00:00,2018-04-23 22:00:00,678.0
2018-04-23 19:00:00,2018-04-23 20:00:00,2018-04-23 22:00:00,2018-04-23 23:00:00,975.0
2018-04-23 20:00:00,2018-04-23 21:00:00,2018-04-23 23:00:00,2018-04-24 00:00:00,1204.0
2018-04-23 21:00:00,2018-04-23 22:00:00,2018-04-24 00:00:00,2018-04-24 01:00:00,1271.0
2018-04-23 22:00:00,2018-04-23 23:00:00,2018-04-24 01:00:00,2018-04-24 02:00:00,1278.0
2018-04-23 23:00:00,2018-04-24 00:00:00,2018-04-24 02:00:00,2018-04-24 03:00:00,1327.0
2018-04-24 00:00:00,2018-04-24 01:00:00,2018-04-24 03:00:00,2018-04-24 04:00:00,1342.0
2018-04-24 01:00:00,2018-04-24 02:00:00,2018-04-24 04:00:00,2018-04-24 05:00:00,1316.0
2018-04-24 02:00:00,2018-04-24 03:00:00,2018-04-24 05:00:00,2018-04-24 06:00:00,1311.0
2018-04-24 03:00:00,2018-04-24 04:00:00,2018-04-24 06:00:00,2018-04-24 07:00:00,1285.0
2018-04-24 04:00:00,2018-04-24 05:00:00,2018-04-24 07:00:00,2018-04-24 08:00:00,1178.0
2018-04-24 05:00:00,2018-04-24 06:00:00,2018-04-24 08:00:00,2018-04-24 09:00:00,1128.0
2018-04-24 06:00:00,2018-04-24 07:00:00,2018-04-24 09:00:00,2018-04-24 10:00:00,1130.0
2018-04-24 07:00:00,2018-04-24 08:00:00,2018-04-24 10:00:00,2018-04-24 11:00:00,1157.0
2018-04-24 08:00:00,2018-04-24 09:00:00,2018-04-24 11:00:00,2018-04-24 12:00:00,1150.0
2018-04-24 09:00:00,2018-04-24 10:00:00,2018-04-24 12:00:00,2018-04-24 13:00:00,1112.0
2018-04-24 10:00:00,2018-04-24 11:00:00,2018-04-24 13:00:00,2018-04-24 14:00:00,1160.0
2018-04-24 11:00:00,2018-04-24 12:00:00,2018-04-24 14:00:00,2018-04-24 15:00:00,1135.0
2018-04-24 12:00:00,2018-04-24 13:00:00,2018-04-24 15:00:00,2018-04-24 16:00:00,1107.0
2018-04-24 13:00:00,2018-04-24 14:00:00,2018-04-24 16:00:00,2018-04-24 17:00:00,1074.0
2018-04-24 14:00:00,2018-04-24 15:00:00,2018-04-24 17:00:00,2018-04-24 18:00:00,1035.0
2018-04-24 15:00:00,2018-04-24 16:00:00,2018-04-24 18:00:00,2018-04-24 19:00:00,1033.0
2018-04-24 16:00:00,2018-04-24 17:00:00,2018-04-24 19:00:00,2018-04-24 20:00:00,1003.0
2018-04-24 17:00:00,2018-04-24 18:00:00,2018-04-24 20:00:00,2018-04-24 21:00:00,934.0
2018-04-24 18:00:00,2018-04-24 19:00:00,2018-04-24 21:00:00,2018-04-24 22:00:00,950.0
2018-04-24 19:00:00,2018-04-24 20:00:00,2018-04-24 22:00:00,2018-04-24 23:00:00,987.0
2018-04-24 20:00:00,2018-04-24 21:00:00,2018-04-24 23:00:00,2018-04-25 00:00:00,994.0
2018-04-24 21:00:00,2018-04-24 22:00:00,2018-04-25 00:00:00,2018-04-25 01:00:00,909.0
2018-04-24 22:00:00,2018-04-24 23:00:00,2018-04-25 01:00:00,2018-04-25 02:00:00,790.0
2018-04-24 23:00:00,2018-04-25 00:00:00,2018-04-25 02:00:00,2018-04-25 03:00:00,756.0
2018-04-25 00:00:00,2018-04-25 01:00:00,2018-04-25 03:00:00,2018-04-25 04:00:00,741.0
2018-04-25 01:00:00,2018-04-25 02:00:00,2018-04-25 04:00:00,2018-04-25 05:00:00,693.0
2018-04-25 02:00:00,2018-04-25 03:00:00,2018-04-25 05:00:00,2018-04-25 06:00:00,633.0
2018-04-25 03:00:00,2018-04-25 04:00:00,2018-04-25 06:00:00,2018-04-25 07:00:00,610.0
2018-04-25 04:00:00,2018-04-25 05:00:00,2018-04-25 07:00:00,2018-04-25 08:00:00,563.0
2018-04-25 05:00:00,2018-04-25 06:00:00,2018-04-25 08:00:00,2018-04-25 09:00:00,448.0
2018-04-25 06:00:00,2018-04-25 07:00:00,2018-04-25 09:00:00,2018-04-25 10:00:00,367.0
2018-04-25 07:00:00,2018-04-25 08:00:00,2018-04-25 10:00:00,2018-04-25 11:00:00,325.0
2018-04-25 08:00:00,2018-04-25 09:00:00,2018-04-25 11:00:00,2018-04-25 12:00:00,345.0
2018-04-25 09:00:00,2018-04-25 10:00:00,2018-04-25 12:00:00,2018-04-25 13:00:00,354.0
2018-04-25 10:00:00,2018-04-25 11:00:00,2018-04-25 13:00:00,2018-04-25 14:00:00,339.0
2018-04-25 11:00:00,2018-04-25 12:00:00,2018-04-25 14:00:00,2018-04-25 15:00:00,320.0
2018-04-25 12:00:00,2018-04-25 13:00:00,2018-04-25 15:00:00,2018-04-25 16:00:00,281.0
2018-04-25 13:00:00,2018-04-25 14:00:00,2018-04-25 16:00:00,2018-04-25 17:00:00,316.0
2018-04-25 14:00:00,2018-04-25 15:00:00,2018-04-25 17:00:00,2018-04-25 18:00:00,302.0
2018-04-25 15:00:00,2018-04-25 16:00:00,2018-04-25 18:00:00,2018-04-25 19:00:00,263.0
2018-04-25 16:00:00,2018-04-25 17:00:00,2018-04-25 19:00:00,2018-04-25 20:00:00,225.0
2018-04-25 17:00:00,2018-04-25 18:00:00,2018-04-25 20:00:00,2018-04-25 21:00:00,224.0
2018-04-25 18:00:00,2018-04-25 19:00:00,2018-04-25 21:00:00,2018-04-25 22:00:00,298.0
2018-04-25 19:00:00,2018-04-25 20:00:00,2018-04-25 22:00:00,2018-04-25 23:00:00,421.0
2018-04-25 20:00:00,2018-04-25 21:00:00,2018-04-25 23:00:00,2018-04-26 00:00:00,449.0
2018-04-25 21:00:00,2018-04-25 22:00:00,2018-04-26 00:00:00,2018-04-26 01:00:00,406.0
2018-04-25 22:00:00,2018-04-25 23:00:00,2018-04-26 01:00:00,2018-04-26 02:00:00,365.0
2018-04-25 23:00:00,2018-04-26 00:00:00,2018-04-26 02:00:00,2018-04-26 03:00:00,327.0
2018-04-26 00:00:00,2018-04-26 01:00:00,2018-04-26 03:00:00,2018-04-26 04:00:00,311.0
2018-04-26 01:00:00,2018-04-26 02:00:00,2018-04-26 04:00:00,2018-04-26 05:00:00,327.0
2018-04-26 02:00:00,2018-04-26 03:00:00,2018-04-26 05:00:00,2018-04-26 06:00:00,351.0
2018-04-26 03:00:00,2018-04-26 04:00:00,2018-04-26 06:00:00,2018-04-26 07:00:00,324.0
2018-04-26 04:00:00,2018-04-26 05:00:00,2018-04-26 07:00:00,2018-04-26 08:00:00,274.0
2018-04-26 05:00:00,2018-04-26 06:00:00,2018-04-26 08:00:00,2018-04-26 09:00:00,190.0
2018-04-26 06:00:00,2018-04-26 07:00:00,2018-04-26 09:00:00,2018-04-26 10:00:00,121.0
2018-04-26 07:00:00,2018-04-26 08:00:00,2018-04-26 10:00:00,2018-04-26 11:00:00,89.0
2018-04-26 08:00:00,2018-04-26 09:00:00,2018-04-26 11:00:00,2018-04-26 12:00:00,126.0
2018-04-26 09:00:00,2018-04-26 10:00:00,2018-04-26 12:00:00,2018-04-26 13:00:00,165.0
2018-04-26 10:00:00,2018-04-26 11:00:00,2018-04-26 13:00:00,2018-04-26 14:00:00,205.0
2018-04-26 11:00:00,2018-04-26 12:00:00,2018-04-26 14:00:00,2018-04-26 15:00:00,224.0
2018-04-26 12:00:00,2018-04-26 13:00:00,2018-04-26 15:00:00,2018-04-26 16:00:00,249.0
2018-04-26 13:00:00,2018-04-26 14:00:00,2018-04-26 16:00:00,2018-04-26 17:00:00,257.0
2018-04-26 14:00:00,2018-04-26 15:00:00,2018-04-26 17:00:00,2018-04-26 18:00:00,232.0
2018-04-26 15:00:00,2018-04-26 16:00:00,2018-04-26 18:00:00,2018-04-26 19:00:00,219.0
2018-04-26 16:00:00,2018-04-26 17:00:00,2018-04-26 19:00:00,2018-04-26 20:00:00,202.0
2018-04-26 17:00:00,2018-04-26 18:00:00,2018-04-26 20:00:00,2018-04-26 21:00:00,182.0
2018-04-26 18:00:00,2018-04-26 19:00:00,2018-04-26 21:00:00,2018-04-26 22:00:00,189.0
2018-04-26 19:00:00,2018-04-26 20:00:00,2018-04-26 22:00:00,2018-04-26 23:00:00,228.0
2018-04-26 20:00:00,2018-04-26 21:00:00,2018-04-26 23:00:00,2018-04-27 00:00:00,264.0
2018-04-26 21:00:00,2018-04-26 22:00:00,2018-04-27 00:00:00,2018-04-27 01:00:00,285.0
2018-04-26 22:00:00,2018-04-26 23:00:00,2018-04-27 01:00:00,2018-04-27 02:00:00,288.0
2018-04-26 23:00:00,2018-04-27 00:00:00,2018-04-27 02:00:00,2018-04-27 03:00:00,224.0
2018-04-27 00:00:00,2018-04-27 01:00:00,2018-04-27 03:00:00,2018-04-27 04:00:00,168.0
2018-04-27 01:00:00,2018-04-27 02:00:00,2018-04-27 04:00:00,2018-04-27 05:00:00,135.0
2018-04-27 02:00:00,2018-04-27 03:00:00,2018-04-27 05:00:00,2018-04-27 06:00:00,98.0
2018-04-27 03:00:00,2018-04-27 04:00:00,2018-04-27 06:00:00,2018-04-27 07:00:00,94.0
2018-04-27 04:00:00,2018-04-27 05:00:00,2018-04-27 07:00:00,2018-04-27 08:00:00,94.0
2018-04-27 05:00:00,2018-04-27 06:00:00,2018-04-27 08:00:00,2018-04-27 09:00:00,75.0
2018-04-27 06:00:00,2018-04-27 07:00:00,2018-04-27 09:00:00,2018-04-27 10:00:00,48.0
2018-04-27 07:00:00,2018-04-27 08:00:00,2018-04-27 10:00:00,2018-04-27 11:00:00,23.0
2018-04-27 08:00:00,2018-04-27 09:00:00,2018-04-27 11:00:00,2018-04-27 12:00:00,27.0
2018-04-27 09:00:00,2018-04-27 10:00:00,2018-04-27 12:00:00,2018-04-27 13:00:00,48.0
2018-04-27 10:00:00,2018-04-27 11:00:00,2018-04-27 13:00:00,2018-04-27 14:00:00,67.0
2018-04-27 11:00:00,2018-04-27 12:00:00,2018-04-27 14:00:00,2018-04-27 15:00:00,78.0
2018-04-27 12:00:00,2018-04-27 13:00:00,2018-04-27 15:00:00,2018-04-27 16:00:00,85.0
2018-04-27 13:00:00,2018-04-27 14:00:00,2018-04-27 16:00:00,2018-04-27 17:00:00,79.0
2018-04-27 14:00:00,2018-04-27 15:00:00,2018-04-27 17:00:00,2018-04-27 18:00:00,72.0
2018-04-27 15:00:00,2018-04-27 16:00:00,2018-04-27 18:00:00,2018-04-27 19:00:00,58.0
2018-04-27 16:00:00,2018-04-27 17:00:00,2018-04-27 19:00:00,2018-04-27 20:00:00,36.0
2018-04-27 17:00:00,2018-04-27 18:00:00,2018-04-27 20:00:00,2018-04-27 21:00:00,48.0
2018-04-27 18:00:00,2018-04-27 19:00:00,2018-04-27 21:00:00,2018-04-27 22:00:00,49.0
2018-04-27 19:00:00,2018-04-27 20:00:00,2018-04-27 22:00:00,2018-04-27 23:00:00,61.0
2018-04-27 20:00:00,2018-04-27 21:00:00,2018-04-27 23:00:00,2018-04-28 00:00:00,74.0
2018-04-27 21:00:00,2018-04-27 22:00:00,2018-04-28 00:00:00,2018-04-28 01:00:00,97.0
2018-04-27 22:00:00,2018-04-27 23:00:00,2018-04-28 01:00:00,2018-04-28 02:00:00,114.0
2018-04-27 23:00:00,2018-04-28 00:00:00,2018-04-28 02:00:00,2018-04-28 03:00:00,115.0
2018-04-28 00:00:00,2018-04-28 01:00:00,2018-04-28 03:00:00,2018-04-28 04:00:00,118.0
2018-04-28 01:00:00,2018-04-28 02:00:00,2018-04-28 04:00:00,2018-04-28 05:00:00,135.0
2018-04-28 02:00:00,2018-04-28 03:00:00,2018-04-28 05:00:00,2018-04-28 06:00:00,148.0
2018-04-28 03:00:00,2018-04-28 04:00:00,2018-04-28 06:00:00,2018-04-28 07:00:00,140.0
2018-04-28 04:00:00,2018-04-28 05:00:00,2018-04-28 07:00:00,2018-04-28 08:00:00,113.0
2018-04-28 05:00:00,2018-04-28 06:00:00,2018-04-28 08:00:00,2018-04-28 09:00:00,76.0
2018-04-28 06:00:00,2018-04-28 07:00:00,2018-04-28 09:00:00,2018-04-28 10:00:00,39.0
2018-04-28 07:00:00,2018-04-28 08:00:00,2018-04-28 10:00:00,2018-04-28 11:00:00,51.0
2018-04-28 08:00:00,2018-04-28 09:00:00,2018-04-28 11:00:00,2018-04-28 12:00:00,85.0
2018-04-28 09:00:00,2018-04-28 10:00:00,2018-04-28 12:00:00,2018-04-28 13:00:00,118.0
2018-04-28 10:00:00,2018-04-28 11:00:00,2018-04-28 13:00:00,2018-04-28 14:00:00,159.0
2018-04-28 11:00:00,2018-04-28 12:00:00,2018-04-28 14:00:00,2018-04-28 15:00:00,202.0
2018-04-28 12:00:00,2018-04-28 13:00:00,2018-04-28 15:00:00,2018-04-28 16:00:00,198.0
2018-04-28 13:00:00,2018-04-28 14:00:00,2018-04-28 16:00:00,2018-04-28 17:00:00,162.0
2018-04-28 14:00:00,2018-04-28 15:00:00,2018-04-28 17:00:00,2018-04-28 18:00:00,137.0
2018-04-28 15:00:00,2018-04-28 16:00:00,2018-04-28 18:00:00,2018-04-28 19:00:00,97.0
2018-04-28 16:00:00,2018-04-28 17:00:00,2018-04-28 19:00:00,2018-04-28 20:00:00,94.0
2018-04-28 17:00:00,2018-04-28 18:00:00,2018-04-28 20:00:00,2018-04-28 21:00:00,107.0
2018-04-28 18:00:00,2018-04-28 19:00:00,2018-04-28 21:00:00,2018-04-28 22:00:00,138.0
2018-04-28 19:00:00,2018-04-28 20:00:00,2018-04-28 22:00:00,2018-04-28 23:00:00,224.0
2018-04-28 20:00:00,2018-04-28 21:00:00,2018-04-28 23:00:00,2018-04-29 00:00:00,274.0
2018-04-28 21:00:00,2018-04-28 22:00:00,2018-04-29 00:00:00,2018-04-29 01:00:00,331.0
2018-04-28 22:00:00,2018-04-28 23:00:00,2018-04-29 01:00:00,2018-04-29 02:00:00,379.0
2018-04-28 23:00:00,2018-04-29 00:00:00,2018-04-29 02:00:00,2018-04-29 03:00:00,407.0
2018-04-29 00:00:00,2018-04-29 01:00:00,2018-04-29 03:00:00,2018-04-29 04:00:00,385.0
2018-04-29 01:00:00,2018-04-29 02:00:00,2018-04-29 04:00:00,2018-04-29 05:00:00,386.0
2018-04-29 02:00:00,2018-04-29 03:00:00,2018-04-29 05:00:00,2018-04-29 06:00:00,389.0
2018-04-29 03:00:00,2018-04-29 04:00:00,2018-04-29 06:00:00,2018-04-29 07:00:00,353.0
2018-04-29 04:00:00,2018-04-29 05:00:00,2018-04-29 07:00:00,2018-04-29 08:00:00,234.0
2018-04-29 05:00:00,2018-04-29 06:00:00,2018-04-29 08:00:00,2018-04-29 09:00:00,137.0
2018-04-29 06:00:00,2018-04-29 07:00:00,2018-04-29 09:00:00,2018-04-29 10:00:00,92.0
2018-04-29 07:00:00,2018-04-29 08:00:00,2018-04-29 10:00:00,2018-04-29 11:00:00,76.0
2018-04-29 08:00:00,2018-04-29 09:00:00,2018-04-29 11:00:00,2018-04-29 12:00:00,76.0
2018-04-29 09:00:00,2018-04-29 10:00:00,2018-04-29 12:00:00,2018-04-29 13:00:00,83.0
2018-04-29 10:00:00,2018-04-29 11:00:00,2018-04-29 13:00:00,2018-04-29 14:00:00,90.0
2018-04-29 11:00:00,2018-04-29 12:00:00,2018-04-29 14:00:00,2018-04-29 15:00:00,65.0
2018-04-29 12:00:00,2018-04-29 13:00:00,2018-04-29 15:00:00,2018-04-29 16:00:00,67.0
2018-04-29 13:00:00,2018-04-29 14:00:00,2018-04-29 16:00:00,2018-04-29 17:00:00,54.0
2018-04-29 14:00:00,2018-04-29 15:00:00,2018-04-29 17:00:00,2018-04-29 18:00:00,70.0
2018-04-29 15:00:00,2018-04-29 16:00:00,2018-04-29 18:00:00,2018-04-29 19:00:00,58.0
2018-04-29 16:00:00,2018-04-29 17:00:00,2018-04-29 19:00:00,2018-04-29 20:00:00,58.0
2018-04-29 17:00:00,2018-04-29 18:00:00,2018-04-29 20:00:00,2018-04-29 21:00:00,80.0
2018-04-29 18:00:00,2018-04-29 19:00:00,2018-04-29 21:00:00,2018-04-29 22:00:00,131.0
2018-04-29 19:00:00,2018-04-29 20:00:00,2018-04-29 22:00:00,2018-04-29 23:00:00,143.0
2018-04-29 20:00:00,2018-04-29 21:00:00,2018-04-29 23:00:00,2018-04-30 00:00:00,157.0
2018-04-29 21:00:00,2018-04-29 22:00:00,2018-04-30 00:00:00,2018-04-30 01:00:00,160.0
2018-04-29 22:00:00,2018-04-29 23:00:00,2018-04-30 01:00:00,2018-04-30 02:00:00,135.0
2018-04-29 23:00:00,2018-04-30 00:00:00,2018-04-30 02:00:00,2018-04-30 03:00:00,113.0
2018-04-30 00:00:00,2018-04-30 01:00:00,2018-04-30 03:00:00,2018-04-30 04:00:00,94.0
2018-04-30 01:00:00,2018-04-30 02:00:00,2018-04-30 04:00:00,2018-04-30 05:00:00,94.0
2018-04-30 02:00:00,2018-04-30 03:00:00,2018-04-30 05:00:00,2018-04-30 06:00:00,109.0
2018-04-30 03:00:00,2018-04-30 04:00:00,2018-04-30 06:00:00,2018-04-30 07:00:00,123.0
2018-04-30 04:00:00,2018-04-30 05:00:00,2018-04-30 07:00:00,2018-04-30 08:00:00,87.0
2018-04-30 05:00:00,2018-04-30 06:00:00,2018-04-30 08:00:00,2018-04-30 09:00:00,66.0
2018-04-30 06:00:00,2018-04-30 07:00:00,2018-04-30 09:00:00,2018-04-30 10:00:00,46.0
2018-04-30 07:00:00,2018-04-30 08:00:00,2018-04-30 10:00:00,2018-04-30 11:00:00,32.0
2018-04-30 08:00:00,2018-04-30 09:00:00,2018-04-30 11:00:00,2018-04-30 12:00:00,31.0
2018-04-30 09:00:00,2018-04-30 10:00:00,2018-04-30 12:00:00,2018-04-30 13:00:00,44.0
2018-04-30 10:00:00,2018-04-30 11:00:00,2018-04-30 13:00:00,2018-04-30 14:00:00,86.0
2018-04-30 11:00:00,2018-04-30 12:00:00,2018-04-30 14:00:00,2018-04-30 15:00:00,74.0
2018-04-30 12:00:00,2018-04-30 13:00:00,2018-04-30 15:00:00,2018-04-30 16:00:00,84.0
2018-04-30 13:00:00,2018-04-30 14:00:00,2018-04-30 16:00:00,2018-04-30 17:00:00,85.0
2018-04-30 14:00:00,2018-04-30 15:00:00,2018-04-30 17:00:00,2018-04-30 18:00:00,77.0
