Start time UTC,End time UTC,Start time UTC+03:00,End time UTC+03:00,Wind power generation - hourly data
2018-02-18 16:00:00,2018-02-18 17:00:00,2018-02-18 19:00:00,2018-02-18 20:00:00,49.0
2018-02-18 17:00:00,2018-02-18 18:00:00,2018-02-18 20:00:00,2018-02-18 21:00:00,52.0
2018-02-18 18:00:00,2018-02-18 19:00:00,2018-02-18 21:00:00,2018-02-18 22:00:00,59.0
2018-02-18 19:00:00,2018-02-18 20:00:00,2018-02-18 22:00:00,2018-02-18 23:00:00,53.0
2018-02-18 20:00:00,2018-02-18 21:00:00,2018-02-18 23:00:00,2018-02-19 00:00:00,54.0
2018-02-18 21:00:00,2018-02-18 22:00:00,2018-02-19 00:00:00,2018-02-19 01:00:00,48.0
2018-02-18 22:00:00,2018-02-18 23:00:00,2018-02-19 01:00:00,2018-02-19 02:00:00,47.0
2018-02-18 23:00:00,2018-02-19 00:00:00,2018-02-19 02:00:00,2018-02-19 03:00:00,51.0
2018-02-19 00:00:00,2018-02-19 01:00:00,2018-02-19 03:00:00,2018-02-19 04:00:00,64.0
2018-02-19 01:00:00,2018-02-19 02:00:00,2018-02-19 04:00:00,2018-02-19 05:00:00,88.0
2018-02-19 02:00:00,2018-02-19 03:00:00,2018-02-19 05:00:00,2018-02-19 06:00:00,95.0
2018-02-19 03:00:00,2018-02-19 04:00:00,2018-02-19 06:00:00,2018-02-19 07:00:00,135.0
2018-02-19 04:00:00,2018-02-19 05:00:00,2018-02-19 07:00:00,2018-02-19 08:00:00,181.0
2018-02-19 05:00:00,2018-02-19 06:00:00,2018-02-19 08:00:00,2018-02-19 09:00:00,209.0
2018-02-19 06:00:00,2018-02-19 07:00:00,2018-02-19 09:00:00,2018-02-19 10:00:00,214.0
2018-02-19 07:00:00,2018-02-19 08:00:00,2018-02-19 10:00:00,2018-02-19 11:00:00,190.0
2018-02-19 08:00:00,2018-02-19 09:00:00,2018-02-19 11:00:00,2018-02-19 12:00:00,158.0
2018-02-19 09:00:00,2018-02-19 10:00:00,2018-02-19 12:00:00,2018-02-19 13:00:00,125.0
2018-02-19 10:00:00,2018-02-19 11:00:00,2018-02-19 13:00:00,2018-02-19 14:00:00,83.0
2018-02-19 11:00:00,2018-02-19 12:00:00,2018-02-19 14:00:00,2018-02-19 15:00:00,62.0
2018-02-19 12:00:00,2018-02-19 13:00:00,2018-02-19 15:00:00,2018-02-19 16:00:00,69.0
2018-02-19 13:00:00,2018-02-19 14:00:00,2018-02-19 16:00:00,2018-02-19 17:00:00,101.0
2018-02-19 14:00:00,2018-02-19 15:00:00,2018-02-19 17:00:00,2018-02-19 18:00:00,190.0
2018-02-19 15:00:00,2018-02-19 16:00:00,2018-02-19 18:00:00,2018-02-19 19:00:00,337.0
2018-02-19 16:00:00,2018-02-19 17:00:00,2018-02-19 19:00:00,2018-02-19 20:00:00,461.0
2018-02-19 17:00:00,2018-02-19 18:00:00,2018-02-19 20:00:00,2018-02-19 21:00:00,495.0
2018-02-19 18:00:00,2018-02-19 19:00:00,2018-02-19 21:00:00,2018-02-19 22:00:00,521.0
2018-02-19 19:00:00,2018-02-19 20:00:00,2018-02-19 22:00:00,2018-02-19 23:00:00,487.0
2018-02-19 20:00:00,2018-02-19 21:00:00,2018-02-19 23:00:00,2018-02-20 00:00:00,399.0
2018-02-19 21:00:00,2018-02-19 22:00:00,2018-02-20 00:00:00,2018-02-20 01:00:00,325.0
2018-02-19 22:00:00,2018-02-19 23:00:00,2018-02-20 01:00:00,2018-02-20 02:00:00,249.0
2018-02-19 23:00:00,2018-02-20 00:00:00,2018-02-20 02:00:00,2018-02-20 03:00:00,182.0
2018-02-20 00:00:00,2018-02-20 01:00:00,2018-02-20 03:00:00,2018-02-20 04:00:00,147.0
2018-02-20 01:00:00,2018-02-20 02:00:00,2018-02-20 04:00:00,2018-02-20 05:00:00,130.0
2018-02-20 02:00:00,2018-02-20 03:00:00,2018-02-20 05:00:00,2018-02-20 06:00:00,109.0
2018-02-20 03:00:00,2018-02-20 04:00:00,2018-02-20 06:00:00,2018-02-20 07:00:00,112.0
2018-02-20 04:00:00,2018-02-20 05:00:00,2018-02-20 07:00:00,2018-02-20 08:00:00,106.0
2018-02-20 05:00:00,2018-02-20 06:00:00,2018-02-20 08:00:00,2018-02-20 09:00:00,94.0
2018-02-20 06:00:00,2018-02-20 07:00:00,2018-02-20 09:00:00,2018-02-20 10:00:00,81.0
2018-02-20 07:00:00,2018-02-20 08:00:00,2018-02-20 10:00:00,2018-02-20 11:00:00,57.0
2018-02-20 08:00:00,2018-02-20 09:00:00,2018-02-20 11:00:00,2018-02-20 12:00:00,48.0
2018-02-20 09:00:00,2018-02-20 10:00:00,2018-02-20 12:00:00,2018-02-20 13:00:00,36.0
2018-02-20 10:00:00,2018-02-20 11:00:00,2018-02-20 13:00:00,2018-02-20 14:00:00,17.0
2018-02-20 11:00:00,2018-02-20 12:00:00,2018-02-20 14:00:00,2018-02-20 15:00:00,11.0
2018-02-20 12:00:00,2018-02-20 13:00:00,2018-02-20 15:00:00,2018-02-20 16:00:00,22.0
2018-02-20 13:00:00,2018-02-20 14:00:00,2018-02-20 16:00:00,2018-02-20 17:00:00,37.0
2018-02-20 14:00:00,2018-02-20 15:00:00,2018-02-20 17:00:00,2018-02-20 18:00:00,56.0
2018-02-20 15:00:00,2018-02-20 16:00:00,2018-02-20 18:00:00,2018-02-20 19:00:00,76.0
2018-02-20 16:00:00,2018-02-20 17:00:00,2018-02-20 19:00:00,2018-02-20 20:00:00,86.0
2018-02-20 17:00:00,2018-02-20 18:00:00,2018-02-20 20:00:00,2018-02-20 21:00:00,97.0
2018-02-20 18:00:00,2018-02-20 19:00:00,2018-02-20 21:00:00,2018-02-20 22:00:00,84.0
2018-02-20 19:00:00,2018-02-20 20:00:00,2018-02-20 22:00:00,2018-02-20 23:00:00,88.0
2018-02-20 20:00:00,2018-02-20 21:00:00,2018-02-20 23:00:00,2018-02-21 00:00:00,101.0
2018-02-20 21:00:00,2018-02-20 22:00:00,2018-02-21 00:00:00,2018-02-21 01:00:00,110.0
2018-02-20 22:00:00,2018-02-20 23:00:00,2018-02-21 01:00:00,2018-02-21 02:00:00,115.0
2018-02-20 23:00:00,2018-02-21 00:00:00,2018-02-21 02:00:00,2018-02-21 03:00:00,123.0
2018-02-21 00:00:00,2018-02-21 01:00:00,2018-02-21 03:00:00,2018-02-21 04:00:00,130.0
2018-02-21 01:00:00,2018-02-21 02:00:00,2018-02-21 04:00:00,2018-02-21 05:00:00,140.0
2018-02-21 02:00:00,2018-02-21 03:00:00,2018-02-21 05:00:00,2018-02-21 06:00:00,160.0
2018-02-21 03:00:00,2018-02-21 04:00:00,2018-02-21 06:00:00,2018-02-21 07:00:00,146.0
2018-02-21 04:00:00,2018-02-21 05:00:00,2018-02-21 07:00:00,2018-02-21 08:00:00,132.0
2018-02-21 05:00:00,2018-02-21 06:00:00,2018-02-21 08:00:00,2018-02-21 09:00:00,142.0
2018-02-21 06:00:00,2018-02-21 07:00:00,2018-02-21 09:00:00,2018-02-21 10:00:00,181.0
2018-02-21 07:00:00,2018-02-21 08:00:00,2018-02-21 10:00:00,2018-02-21 11:00:00,198.0
2018-02-21 08:00:00,2018-02-21 09:00:00,2018-02-21 11:00:00,2018-02-21 12:00:00,192.0
2018-02-21 09:00:00,2018-02-21 10:00:00,2018-02-21 12:00:00,2018-02-21 13:00:00,171.0
2018-02-21 10:00:00,2018-02-21 11:00:00,2018-02-21 13:00:00,2018-02-21 14:00:00,148.0
2018-02-21 11:00:00,2018-02-21 12:00:00,2018-02-21 14:00:00,2018-02-21 15:00:00,146.0
2018-02-21 12:00:00,2018-02-21 13:00:00,2018-02-21 15:00:00,2018-02-21 16:00:00,161.0
2018-02-21 13:00:00,2018-02-21 14:00:00,2018-02-21 16:00:00,2018-02-21 17:00:00,198.0
2018-02-21 14:00:00,2018-02-21 15:00:00,2018-02-21 17:00:00,2018-02-21 18:00:00,221.0
2018-02-21 15:00:00,2018-02-21 16:00:00,2018-02-21 18:00:00,2018-02-21 19:00:00,270.0
2018-02-21 16:00:00,2018-02-21 17:00:00,2018-02-21 19:00:00,2018-02-21 20:00:00,325.0
2018-02-21 17:00:00,2018-02-21 18:00:00,2018-02-21 20:00:00,2018-02-21 21:00:00,395.0
2018-02-21 18:00:00,2018-02-21 19:00:00,2018-02-21 21:00:00,2018-02-21 22:00:00,424.0
2018-02-21 19:00:00,2018-02-21 20:00:00,2018-02-21 22:00:00,2018-02-21 23:00:00,435.0
2018-02-21 20:00:00,2018-02-21 21:00:00,2018-02-21 23:00:00,2018-02-22 00:00:00,416.0
2018-02-21 21:00:00,2018-02-21 22:00:00,2018-02-22 00:00:00,2018-02-22 01:00:00,432.0
2018-02-21 22:00:00,2018-02-21 23:00:00,2018-02-22 01:00:00,2018-02-22 02:00:00,453.0
2018-02-21 23:00:00,2018-02-22 00:00:00,2018-02-22 02:00:00,2018-02-22 03:00:00,439.0
2018-02-22 00:00:00,2018-02-22 01:00:00,2018-02-22 03:00:00,2018-02-22 04:00:00,406.0
2018-02-22 01:00:00,2018-02-22 02:00:00,2018-02-22 04:00:00,2018-02-22 05:00:00,372.0
2018-02-22 02:00:00,2018-02-22 03:00:00,2018-02-22 05:00:00,2018-02-22 06:00:00,353.0
2018-02-22 03:00:00,2018-02-22 04:00:00,2018-02-22 06:00:00,2018-02-22 07:00:00,327.0
2018-02-22 04:00:00,2018-02-22 05:00:00,2018-02-22 07:00:00,2018-02-22 08:00:00,333.0
2018-02-22 05:00:00,2018-02-22 06:00:00,2018-02-22 08:00:00,2018-02-22 09:00:00,353.0
2018-02-22 06:00:00,2018-02-22 07:00:00,2018-02-22 09:00:00,2018-02-22 10:00:00,385.0
2018-02-22 07:00:00,2018-02-22 08:00:00,2018-02-22 10:00:00,2018-02-22 11:00:00,428.0
2018-02-22 08:00:00,2018-02-22 09:00:00,2018-02-22 11:00:00,2018-02-22 12:00:00,405.0
2018-02-22 09:00:00,2018-02-22 10:00:00,2018-02-22 12:00:00,2018-02-22 13:00:00,312.0
2018-02-22 10:00:00,2018-02-22 11:00:00,2018-02-22 13:00:00,2018-02-22 14:00:00,184.0
2018-02-22 11:00:00,2018-02-22 12:00:00,2018-02-22 14:00:00,2018-02-22 15:00:00,120.0
2018-02-22 12:00:00,2018-02-22 13:00:00,2018-02-22 15:00:00,2018-02-22 16:00:00,107.0
2018-02-22 13:00:00,2018-02-22 14:00:00,2018-02-22 16:00:00,2018-02-22 17:00:00,90.0
2018-02-22 14:00:00,2018-02-22 15:00:00,2018-02-22 17:00:00,2018-02-22 18:00:00,97.0
2018-02-22 15:00:00,2018-02-22 16:00:00,2018-02-22 18:00:00,2018-02-22 19:00:00,142.0
2018-02-22 16:00:00,2018-02-22 17:00:00,2018-02-22 19:00:00,2018-02-22 20:00:00,183.0
2018-02-22 17:00:00,2018-02-22 18:00:00,2018-02-22 20:00:00,2018-02-22 21:00:00,213.0
2018-02-22 18:00:00,2018-02-22 19:00:00,2018-02-22 21:00:00,2018-02-22 22:00:00,228.0
2018-02-22 19:00:00,2018-02-22 20:00:00,2018-02-22 22:00:00,2018-02-22 23:00:00,216.0
2018-02-22 20:00:00,2018-02-22 21:00:00,2018-02-22 23:00:00,2018-02-23 00:00:00,195.0
2018-02-22 21:00:00,2018-02-22 22:00:00,2018-02-23 00:00:00,2018-02-23 01:00:00,191.0
2018-02-22 22:00:00,2018-02-22 23:00:00,2018-02-23 01:00:00,2018-02-23 02:00:00,204.0
2018-02-22 23:00:00,2018-02-23 00:00:00,2018-02-23 02:00:00,2018-02-23 03:00:00,198.0
2018-02-23 00:00:00,2018-02-23 01:00:00,2018-02-23 03:00:00,2018-02-23 04:00:00,197.0
2018-02-23 01:00:00,2018-02-23 02:00:00,2018-02-23 04:00:00,2018-02-23 05:00:00,207.0
2018-02-23 02:00:00,2018-02-23 03:00:00,2018-02-23 05:00:00,2018-02-23 06:00:00,246.0
2018-02-23 03:00:00,2018-02-23 04:00:00,2018-02-23 06:00:00,2018-02-23 07:00:00,281.0
2018-02-23 04:00:00,2018-02-23 05:00:00,2018-02-23 07:00:00,2018-02-23 08:00:00,314.0
2018-02-23 05:00:00,2018-02-23 06:00:00,2018-02-23 08:00:00,2018-02-23 09:00:00,345.0
2018-02-23 06:00:00,2018-02-23 07:00:00,2018-02-23 09:00:00,2018-02-23 10:00:00,373.0
2018-02-23 07:00:00,2018-02-23 08:00:00,2018-02-23 10:00:00,2018-02-23 11:00:00,310.0
2018-02-23 08:00:00,2018-02-23 09:00:00,2018-02-23 11:00:00,2018-02-23 12:00:00,209.0
2018-02-23 09:00:00,2018-02-23 10:00:00,2018-02-23 12:00:00,2018-02-23 13:00:00,116.0
2018-02-23 10:00:00,2018-02-23 11:00:00,2018-02-23 13:00:00,2018-02-23 14:00:00,78.0
2018-02-23 11:00:00,2018-02-23 12:00:00,2018-02-23 14:00:00,2018-02-23 15:00:00,79.0
2018-02-23 12:00:00,2018-02-23 13:00:00,2018-02-23 15:00:00,2018-02-23 16:00:00,80.0
2018-02-23 13:00:00,2018-02-23 14:00:00,2018-02-23 16:00:00,2018-02-23 17:00:00,93.0
2018-02-23 14:00:00,2018-02-23 15:00:00,2018-02-23 17:00:00,2018-02-23 18:00:00,164.0
2018-02-23 15:00:00,2018-02-23 16:00:00,2018-02-23 18:00:00,2018-02-23 19:00:00,336.0
2018-02-23 16:00:00,2018-02-23 17:00:00,2018-02-23 19:00:00,2018-02-23 20:00:00,537.0
2018-02-23 17:00:00,2018-02-23 18:00:00,2018-02-23 20:00:00,2018-02-23 21:00:00,681.0
2018-02-23 18:00:00,2018-02-23 19:00:00,2018-02-23 21:00:00,2018-02-23 22:00:00,773.0
2018-02-23 19:00:00,2018-02-23 20:00:00,2018-02-23 22:00:00,2018-02-23 23:00:00,747.0
2018-02-23 20:00:00,2018-02-23 21:00:00,2018-02-23 23:00:00,2018-02-24 00:00:00,662.0
2018-02-23 21:00:00,2018-02-23 22:00:00,2018-02-24 00:00:00,2018-02-24 01:00:00,591.0
2018-02-23 22:00:00,2018-02-23 23:00:00,2018-02-24 01:00:00,2018-02-24 02:00:00,475.0
2018-02-23 23:00:00,2018-02-24 00:00:00,2018-02-24 02:00:00,2018-02-24 03:00:00,402.0
2018-02-24 00:00:00,2018-02-24 01:00:00,2018-02-24 03:00:00,2018-02-24 04:00:00,298.0
2018-02-24 01:00:00,2018-02-24 02:00:00,2018-02-24 04:00:00,2018-02-24 05:00:00,259.0
2018-02-24 02:00:00,2018-02-24 03:00:00,2018-02-24 05:00:00,2018-02-24 06:00:00,250.0
2018-02-24 03:00:00,2018-02-24 04:00:00,2018-02-24 06:00:00,2018-02-24 07:00:00,275.0
2018-02-24 04:00:00,2018-02-24 05:00:00,2018-02-24 07:00:00,2018-02-24 08:00:00,295.0
2018-02-24 05:00:00,2018-02-24 06:00:00,2018-02-24 08:00:00,2018-02-24 09:00:00,332.0
2018-02-24 06:00:00,2018-02-24 07:00:00,2018-02-24 09:00:00,2018-02-24 10:00:00,377.0
2018-02-24 07:00:00,2018-02-24 08:00:00,2018-02-24 10:00:00,2018-02-24 11:00:00,415.0
2018-02-24 08:00:00,2018-02-24 09:00:00,2018-02-24 11:00:00,2018-02-24 12:00:00,420.0
2018-02-24 09:00:00,2018-02-24 10:00:00,2018-02-24 12:00:00,2018-02-24 13:00:00,295.0
2018-02-24 10:00:00,2018-02-24 11:00:00,2018-02-24 13:00:00,2018-02-24 14:00:00,200.0
2018-02-24 11:00:00,2018-02-24 12:00:00,2018-02-24 14:00:00,2018-02-24 15:00:00,183.0
2018-02-24 12:00:00,2018-02-24 13:00:00,2018-02-24 15:00:00,2018-02-24 16:00:00,202.0
2018-02-24 13:00:00,2018-02-24 14:00:00,2018-02-24 16:00:00,2018-02-24 17:00:00,244.0
2018-02-24 14:00:00,2018-02-24 15:00:00,2018-02-24 17:00:00,2018-02-24 18:00:00,392.0
2018-02-24 15:00:00,2018-02-24 16:00:00,2018-02-24 18:00:00,2018-02-24 19:00:00,627.0
2018-02-24 16:00:00,2018-02-24 17:00:00,2018-02-24 19:00:00,2018-02-24 20:00:00,882.0
2018-02-24 17:00:00,2018-02-24 18:00:00,2018-02-24 20:00:00,2018-02-24 21:00:00,1002.0
2018-02-24 18:00:00,2018-02-24 19:00:00,2018-02-24 21:00:00,2018-02-24 22:00:00,1052.0
2018-02-24 19:00:00,2018-02-24 20:00:00,2018-02-24 22:00:00,2018-02-24 23:00:00,988.0
2018-02-24 20:00:00,2018-02-24 21:00:00,2018-02-24 23:00:00,2018-02-25 00:00:00,933.0
2018-02-24 21:00:00,2018-02-24 22:00:00,2018-02-25 00:00:00,2018-02-25 01:00:00,996.0
2018-02-24 22:00:00,2018-02-24 23:00:00,2018-02-25 01:00:00,2018-02-25 02:00:00,1055.0
2018-02-24 23:00:00,2018-02-25 00:00:00,2018-02-25 02:00:00,2018-02-25 03:00:00,1143.0
2018-02-25 00:00:00,2018-02-25 01:00:00,2018-02-25 03:00:00,2018-02-25 04:00:00,1079.0
2018-02-25 01:00:00,2018-02-25 02:00:00,2018-02-25 04:00:00,2018-02-25 05:00:00,1016.0
2018-02-25 02:00:00,2018-02-25 03:00:00,2018-02-25 05:00:00,2018-02-25 06:00:00,1037.0
2018-02-25 03:00:00,2018-02-25 04:00:00,2018-02-25 06:00:00,2018-02-25 07:00:00,1139.0
2018-02-25 04:00:00,2018-02-25 05:00:00,2018-02-25 07:00:00,2018-02-25 08:00:00,1155.0
2018-02-25 05:00:00,2018-02-25 06:00:00,2018-02-25 08:00:00,2018-02-25 09:00:00,1153.0
2018-02-25 06:00:00,2018-02-25 07:00:00,2018-02-25 09:00:00,2018-02-25 10:00:00,1160.0
2018-02-25 07:00:00,2018-02-25 08:00:00,2018-02-25 10:00:00,2018-02-25 11:00:00,1106.0
2018-02-25 08:00:00,2018-02-25 09:00:00,2018-02-25 11:00:00,2018-02-25 12:00:00,993.0
2018-02-25 09:00:00,2018-02-25 10:00:00,2018-02-25 12:00:00,2018-02-25 13:00:00,947.0
2018-02-25 10:00:00,2018-02-25 11:00:00,2018-02-25 13:00:00,2018-02-25 14:00:00,884.0
2018-02-25 11:00:00,2018-02-25 12:00:00,2018-02-25 14:00:00,2018-02-25 15:00:00,854.0
2018-02-25 12:00:00,2018-02-25 13:00:00,2018-02-25 15:00:00,2018-02-25 16:00:00,832.0
2018-02-25 13:00:00,2018-02-25 14:00:00,2018-02-25 16:00:00,2018-02-25 17:00:00,847.0
2018-02-25 14:00:00,2018-02-25 15:00:00,2018-02-25 17:00:00,2018-02-25 18:00:00,923.0
2018-02-25 15:00:00,2018-02-25 16:00:00,2018-02-25 18:00:00,2018-02-25 19:00:00,1036.0
2018-02-25 16:00:00,2018-02-25 17:00:00,2018-02-25 19:00:00,2018-02-25 20:00:00,1118.0
2018-02-25 17:00:00,2018-02-25 18:00:00,2018-02-25 20:00:00,2018-02-25 21:00:00,1084.0
2018-02-25 18:00:00,2018-02-25 19:00:00,2018-02-25 21:00:00,2018-02-25 22:00:00,1027.0
2018-02-25 19:00:00,2018-02-25 20:00:00,2018-02-25 22:00:00,2018-02-25 23:00:00,1042.0
2018-02-25 20:00:00,2018-02-25 21:00:00,2018-02-25 23:00:00,2018-02-26 00:00:00,1030.0
2018-02-25 21:00:00,2018-02-25 22:00:00,2018-02-26 00:00:00,2018-02-26 01:00:00,970.0
2018-02-25 22:00:00,2018-02-25 23:00:00,2018-02-26 01:00:00,2018-02-26 02:00:00,885.0
2018-02-25 23:00:00,2018-02-26 00:00:00,2018-02-26 02:00:00,2018-02-26 03:00:00,854.0
2018-02-26 00:00:00,2018-02-26 01:00:00,2018-02-26 03:00:00,2018-02-26 04:00:00,798.0
2018-02-26 01:00:00,2018-02-26 02:00:00,2018-02-26 04:00:00,2018-02-26 05:00:00,785.0
2018-02-26 02:00:00,2018-02-26 03:00:00,2018-02-26 05:00:00,2018-02-26 06:00:00,768.0
2018-02-26 03:00:00,2018-02-26 04:00:00,2018-02-26 06:00:00,2018-02-26 07:00:00,772.0
2018-02-26 04:00:00,2018-02-26 05:00:00,2018-02-26 07:00:00,2018-02-26 08:00:00,746.0
2018-02-26 05:00:00,2018-02-26 06:00:00,2018-02-26 08:00:00,2018-02-26 09:00:00,825.0
2018-02-26 06:00:00,2018-02-26 07:00:00,2018-02-26 09:00:00,2018-02-26 10:00:00,898.0
2018-02-26 07:00:00,2018-02-26 08:00:00,2018-02-26 10:00:00,2018-02-26 11:00:00,886.0
2018-02-26 08:00:00,2018-02-26 09:00:00,2018-02-26 11:00:00,2018-02-26 12:00:00,732.0
2018-02-26 09:00:00,2018-02-26 10:00:00,2018-02-26 12:00:00,2018-02-26 13:00:00,740.0
2018-02-26 10:00:00,2018-02-26 11:00:00,2018-02-26 13:00:00,2018-02-26 14:00:00,845.0
2018-02-26 11:00:00,2018-02-26 12:00:00,2018-02-26 14:00:00,2018-02-26 15:00:00,979.0
2018-02-26 12:00:00,2018-02-26 13:00:00,2018-02-26 15:00:00,2018-02-26 16:00:00,998.0
2018-02-26 13:00:00,2018-02-26 14:00:00,2018-02-26 16:00:00,2018-02-26 17:00:00,1063.0
2018-02-26 14:00:00,2018-02-26 15:00:00,2018-02-26 17:00:00,2018-02-26 18:00:00,1074.0
2018-02-26 15:00:00,2018-02-26 16:00:00,2018-02-26 18:00:00,2018-02-26 19:00:00,1066.0
2018-02-26 16:00:00,2018-02-26 17:00:00,2018-02-26 19:00:00,2018-02-26 20:00:00,1128.0
2018-02-26 17:00:00,2018-02-26 18:00:00,2018-02-26 20:00:00,2018-02-26 21:00:00,1216.0
2018-02-26 18:00:00,2018-02-26 19:00:00,2018-02-26 21:00:00,2018-02-26 22:00:00,1237.0
2018-02-26 19:00:00,2018-02-26 20:00:00,2018-02-26 22:00:00,2018-02-26 23:00:00,1222.0
2018-02-26 20:00:00,2018-02-26 21:00:00,2018-02-26 23:00:00,2018-02-27 00:00:00,1277.0
2018-02-26 21:00:00,2018-02-26 22:00:00,2018-02-27 00:00:00,2018-02-27 01:00:00,1270.0
2018-02-26 22:00:00,2018-02-26 23:00:00,2018-02-27 01:00:00,2018-02-27 02:00:00,1151.0
2018-02-26 23:00:00,2018-02-27 00:00:00,2018-02-27 02:00:00,2018-02-27 03:00:00,1087.0
2018-02-27 00:00:00,2018-02-27 01:00:00,2018-02-27 03:00:00,2018-02-27 04:00:00,1046.0
2018-02-27 01:00:00,2018-02-27 02:00:00,2018-02-27 04:00:00,2018-02-27 05:00:00,951.0
2018-02-27 02:00:00,2018-02-27 03:00:00,2018-02-27 05:00:00,2018-02-27 06:00:00,983.0
2018-02-27 03:00:00,2018-02-27 04:00:00,2018-02-27 06:00:00,2018-02-27 07:00:00,1018.0
2018-02-27 04:00:00,2018-02-27 05:00:00,2018-02-27 07:00:00,2018-02-27 08:00:00,996.0
2018-02-27 05:00:00,2018-02-27 06:00:00,2018-02-27 08:00:00,2018-02-27 09:00:00,1001.0
2018-02-27 06:00:00,2018-02-27 07:00:00,2018-02-27 09:00:00,2018-02-27 10:00:00,946.0
2018-02-27 07:00:00,2018-02-27 08:00:00,2018-02-27 10:00:00,2018-02-27 11:00:00,624.0
2018-02-27 08:00:00,2018-02-27 09:00:00,2018-02-27 11:00:00,2018-02-27 12:00:00,354.0
2018-02-27 09:00:00,2018-02-27 10:00:00,2018-02-27 12:00:00,2018-02-27 13:00:00,267.0
2018-02-27 10:00:00,2018-02-27 11:00:00,2018-02-27 13:00:00,2018-02-27 14:00:00,262.0
2018-02-27 11:00:00,2018-02-27 12:00:00,2018-02-27 14:00:00,2018-02-27 15:00:00,284.0
2018-02-27 12:00:00,2018-02-27 13:00:00,2018-02-27 15:00:00,2018-02-27 16:00:00,302.0
2018-02-27 13:00:00,2018-02-27 14:00:00,2018-02-27 16:00:00,2018-02-27 17:00:00,312.0
2018-02-27 14:00:00,2018-02-27 15:00:00,2018-02-27 17:00:00,2018-02-27 18:00:00,338.0
2018-02-27 15:00:00,2018-02-27 16:00:00,2018-02-27 18:00:00,2018-02-27 19:00:00,422.0
2018-02-27 16:00:00,2018-02-27 17:00:00,2018-02-27 19:00:00,2018-02-27 20:00:00,563.0
2018-02-27 17:00:00,2018-02-27 18:00:00,2018-02-27 20:00:00,2018-02-27 21:00:00,625.0
2018-02-27 18:00:00,2018-02-27 19:00:00,2018-02-27 21:00:00,2018-02-27 22:00:00,680.0
2018-02-27 19:00:00,2018-02-27 20:00:00,2018-02-27 22:00:00,2018-02-27 23:00:00,749.0
2018-02-27 20:00:00,2018-02-27 21:00:00,2018-02-27 23:00:00,2018-02-28 00:00:00,792.0
2018-02-27 21:00:00,2018-02-27 22:00:00,2018-02-28 00:00:00,2018-02-28 01:00:00,696.0
2018-02-27 22:00:00,2018-02-27 23:00:00,2018-02-28 01:00:00,2018-02-28 02:00:00,571.0
2018-02-27 23:00:00,2018-02-28 00:00:00,2018-02-28 02:00:00,2018-02-28 03:00:00,521.0
2018-02-28 00:00:00,2018-02-28 01:00:00,2018-02-28 03:00:00,2018-02-28 04:00:00,506.0
2018-02-28 01:00:00,2018-02-28 02:00:00,2018-02-28 04:00:00,2018-02-28 05:00:00,507.0
2018-02-28 02:00:00,2018-02-28 03:00:00,2018-02-28 05:00:00,2018-02-28 06:00:00,453.0
2018-02-28 03:00:00,2018-02-28 04:00:00,2018-02-28 06:00:00,2018-02-28 07:00:00,383.0
2018-02-28 04:00:00,2018-02-28 05:00:00,2018-02-28 07:00:00,2018-02-28 08:00:00,330.0
2018-02-28 05:00:00,2018-02-28 06:00:00,2018-02-28 08:00:00,2018-02-28 09:00:00,335.0
2018-02-28 06:00:00,2018-02-28 07:00:00,2018-02-28 09:00:00,2018-02-28 10:00:00,333.0
2018-02-28 07:00:00,2018-02-28 08:00:00,2018-02-28 10:00:00,2018-02-28 11:00:00,334.0
2018-02-28 08:00:00,2018-02-28 09:00:00,2018-02-28 11:00:00,2018-02-28 12:00:00,277.0
2018-02-28 09:00:00,2018-02-28 10:00:00,2018-02-28 12:00:00,2018-02-28 13:00:00,229.0
2018-02-28 10:00:00,2018-02-28 11:00:00,2018-02-28 13:00:00,2018-02-28 14:00:00,209.0
2018-02-28 11:00:00,2018-02-28 12:00:00,2018-02-28 14:00:00,2018-02-28 15:00:00,199.0
2018-02-28 12:00:00,2018-02-28 13:00:00,2018-02-28 15:00:00,2018-02-28 16:00:00,221.0
2018-02-28 13:00:00,2018-02-28 14:00:00,2018-02-28 16:00:00,2018-02-28 17:00:00,264.0
2018-02-28 14:00:00,2018-02-28 15:00:00,2018-02-28 17:00:00,2018-02-28 18:00:00,329.0
2018-02-28 15:00:00,2018-02-28 16:00:00,2018-02-28 18:00:00,2018-02-28 19:00:00,469.0
2018-02-28 16:00:00,2018-02-28 17:00:00,2018-02-28 19:00:00,2018-02-28 20:00:00,634.0
2018-02-28 17:00:00,2018-02-28 18:00:00,2018-02-28 20:00:00,2018-02-28 21:00:00,691.0
2018-02-28 18:00:00,2018-02-28 19:00:00,2018-02-28 21:00:00,2018-02-28 22:00:00,723.0
2018-02-28 19:00:00,2018-02-28 20:00:00,2018-02-28 22:00:00,2018-02-28 23:00:00,735.0
2018-02-28 20:00:00,2018-02-28 21:00:00,2018-02-28 23:00:00,2018-03-01 00:00:00,713.0
2018-02-28 21:00:00,2018-02-28 22:00:00,2018-03-01 00:00:00,2018-03-01 01:00:00,708.0
2018-02-28 22:00:00,2018-02-28 23:00:00,2018-03-01 01:00:00,2018-03-01 02:00:00,692.0
2018-02-28 23:00:00,2018-03-01 00:00:00,2018-03-01 02:00:00,2018-03-01 03:00:00,672.0
