Start time UTC,End time UTC,Start time UTC+03:00,End time UTC+03:00,Up-regulating price in the Balancing energy market
13.5.2018 16:00,13.5.2018 17:00,13.5.2018 19:00,13.5.2018 20:00,26.49
13.5.2018 17:00,13.5.2018 18:00,13.5.2018 20:00,13.5.2018 21:00,31.33
13.5.2018 18:00,13.5.2018 19:00,13.5.2018 21:00,13.5.2018 22:00,36.55
13.5.2018 19:00,13.5.2018 20:00,13.5.2018 22:00,13.5.2018 23:00,36.55
13.5.2018 20:00,13.5.2018 21:00,13.5.2018 23:00,14.5.2018 0:00,37.6
13.5.2018 21:00,13.5.2018 22:00,14.5.2018 0:00,14.5.2018 1:00,30.29
13.5.2018 22:00,13.5.2018 23:00,14.5.2018 1:00,14.5.2018 2:00,19.78
13.5.2018 23:00,14.5.2018 0:00,14.5.2018 2:00,14.5.2018 3:00,16.28
14.5.2018 0:00,14.5.2018 1:00,14.5.2018 3:00,14.5.2018 4:00,14.13
14.5.2018 1:00,14.5.2018 2:00,14.5.2018 4:00,14.5.2018 5:00,14.87
14.5.2018 2:00,14.5.2018 3:00,14.5.2018 5:00,14.5.2018 6:00,15.62
14.5.2018 3:00,14.5.2018 4:00,14.5.2018 6:00,14.5.2018 7:00,26.26
14.5.2018 4:00,14.5.2018 5:00,14.5.2018 7:00,14.5.2018 8:00,43.06
14.5.2018 5:00,14.5.2018 6:00,14.5.2018 8:00,14.5.2018 9:00,78.02
14.5.2018 6:00,14.5.2018 7:00,14.5.2018 9:00,14.5.2018 10:00,199.91
14.5.2018 7:00,14.5.2018 8:00,14.5.2018 10:00,14.5.2018 11:00,100
14.5.2018 8:00,14.5.2018 9:00,14.5.2018 11:00,14.5.2018 12:00,150
14.5.2018 9:00,14.5.2018 10:00,14.5.2018 12:00,14.5.2018 13:00,275
14.5.2018 10:00,14.5.2018 11:00,14.5.2018 13:00,14.5.2018 14:00,275
14.5.2018 11:00,14.5.2018 12:00,14.5.2018 14:00,14.5.2018 15:00,275
14.5.2018 12:00,14.5.2018 13:00,14.5.2018 15:00,14.5.2018 16:00,142
14.5.2018 13:00,14.5.2018 14:00,14.5.2018 16:00,14.5.2018 17:00,119
14.5.2018 14:00,14.5.2018 15:00,14.5.2018 17:00,14.5.2018 18:00,116
14.5.2018 15:00,14.5.2018 16:00,14.5.2018 18:00,14.5.2018 19:00,80
14.5.2018 16:00,14.5.2018 17:00,14.5.2018 19:00,14.5.2018 20:00,104
14.5.2018 17:00,14.5.2018 18:00,14.5.2018 20:00,14.5.2018 21:00,80
14.5.2018 18:00,14.5.2018 19:00,14.5.2018 21:00,14.5.2018 22:00,48.6
14.5.2018 19:00,14.5.2018 20:00,14.5.2018 22:00,14.5.2018 23:00,40.71
14.5.2018 20:00,14.5.2018 21:00,14.5.2018 23:00,15.5.2018 0:00,37.3
14.5.2018 21:00,14.5.2018 22:00,15.5.2018 0:00,15.5.2018 1:00,32.25
14.5.2018 22:00,14.5.2018 23:00,15.5.2018 1:00,15.5.2018 2:00,37.07
14.5.2018 23:00,15.5.2018 0:00,15.5.2018 2:00,15.5.2018 3:00,37.07
15.5.2018 0:00,15.5.2018 1:00,15.5.2018 3:00,15.5.2018 4:00,36
15.5.2018 1:00,15.5.2018 2:00,15.5.2018 4:00,15.5.2018 5:00,28.02
15.5.2018 2:00,15.5.2018 3:00,15.5.2018 5:00,15.5.2018 6:00,30.01
15.5.2018 3:00,15.5.2018 4:00,15.5.2018 6:00,15.5.2018 7:00,32.58
15.5.2018 4:00,15.5.2018 5:00,15.5.2018 7:00,15.5.2018 8:00,46.64
15.5.2018 5:00,15.5.2018 6:00,15.5.2018 8:00,15.5.2018 9:00,149
15.5.2018 6:00,15.5.2018 7:00,15.5.2018 9:00,15.5.2018 10:00,149
15.5.2018 7:00,15.5.2018 8:00,15.5.2018 10:00,15.5.2018 11:00,150
15.5.2018 8:00,15.5.2018 9:00,15.5.2018 11:00,15.5.2018 12:00,200
15.5.2018 9:00,15.5.2018 10:00,15.5.2018 12:00,15.5.2018 13:00,275
15.5.2018 10:00,15.5.2018 11:00,15.5.2018 13:00,15.5.2018 14:00,488
15.5.2018 11:00,15.5.2018 12:00,15.5.2018 14:00,15.5.2018 15:00,488
15.5.2018 12:00,15.5.2018 13:00,15.5.2018 15:00,15.5.2018 16:00,69
15.5.2018 13:00,15.5.2018 14:00,15.5.2018 16:00,15.5.2018 17:00,49
15.5.2018 14:00,15.5.2018 15:00,15.5.2018 17:00,15.5.2018 18:00,49
15.5.2018 15:00,15.5.2018 16:00,15.5.2018 18:00,15.5.2018 19:00,48
15.5.2018 16:00,15.5.2018 17:00,15.5.2018 19:00,15.5.2018 20:00,48.03
15.5.2018 17:00,15.5.2018 18:00,15.5.2018 20:00,15.5.2018 21:00,47
15.5.2018 18:00,15.5.2018 19:00,15.5.2018 21:00,15.5.2018 22:00,38
15.5.2018 19:00,15.5.2018 20:00,15.5.2018 22:00,15.5.2018 23:00,36.94
15.5.2018 20:00,15.5.2018 21:00,15.5.2018 23:00,16.5.2018 0:00,35.03
15.5.2018 21:00,15.5.2018 22:00,16.5.2018 0:00,16.5.2018 1:00,32.35
15.5.2018 22:00,15.5.2018 23:00,16.5.2018 1:00,16.5.2018 2:00,33.81
15.5.2018 23:00,16.5.2018 0:00,16.5.2018 2:00,16.5.2018 3:00,32.35
16.5.2018 0:00,16.5.2018 1:00,16.5.2018 3:00,16.5.2018 4:00,31.93
16.5.2018 1:00,16.5.2018 2:00,16.5.2018 4:00,16.5.2018 5:00,31.22
16.5.2018 2:00,16.5.2018 3:00,16.5.2018 5:00,16.5.2018 6:00,31.03
16.5.2018 3:00,16.5.2018 4:00,16.5.2018 6:00,16.5.2018 7:00,34.06
16.5.2018 4:00,16.5.2018 5:00,16.5.2018 7:00,16.5.2018 8:00,46.18
16.5.2018 5:00,16.5.2018 6:00,16.5.2018 8:00,16.5.2018 9:00,98.01
16.5.2018 6:00,16.5.2018 7:00,16.5.2018 9:00,16.5.2018 10:00,200.05
16.5.2018 7:00,16.5.2018 8:00,16.5.2018 10:00,16.5.2018 11:00,219.95
16.5.2018 8:00,16.5.2018 9:00,16.5.2018 11:00,16.5.2018 12:00,198.1
16.5.2018 9:00,16.5.2018 10:00,16.5.2018 12:00,16.5.2018 13:00,220
16.5.2018 10:00,16.5.2018 11:00,16.5.2018 13:00,16.5.2018 14:00,121.03
16.5.2018 11:00,16.5.2018 12:00,16.5.2018 14:00,16.5.2018 15:00,98.04
16.5.2018 12:00,16.5.2018 13:00,16.5.2018 15:00,16.5.2018 16:00,38.17
16.5.2018 13:00,16.5.2018 14:00,16.5.2018 16:00,16.5.2018 17:00,36.3
16.5.2018 14:00,16.5.2018 15:00,16.5.2018 17:00,16.5.2018 18:00,36.01
16.5.2018 15:00,16.5.2018 16:00,16.5.2018 18:00,16.5.2018 19:00,40.3
16.5.2018 16:00,16.5.2018 17:00,16.5.2018 19:00,16.5.2018 20:00,46.19
16.5.2018 17:00,16.5.2018 18:00,16.5.2018 20:00,16.5.2018 21:00,46.14
16.5.2018 18:00,16.5.2018 19:00,16.5.2018 21:00,16.5.2018 22:00,35.18
16.5.2018 19:00,16.5.2018 20:00,16.5.2018 22:00,16.5.2018 23:00,34.71
16.5.2018 20:00,16.5.2018 21:00,16.5.2018 23:00,17.5.2018 0:00,32.89
16.5.2018 21:00,16.5.2018 22:00,17.5.2018 0:00,17.5.2018 1:00,20.64
16.5.2018 22:00,16.5.2018 23:00,17.5.2018 1:00,17.5.2018 2:00,19.93
16.5.2018 23:00,17.5.2018 0:00,17.5.2018 2:00,17.5.2018 3:00,10.06
17.5.2018 0:00,17.5.2018 1:00,17.5.2018 3:00,17.5.2018 4:00,5.17
17.5.2018 1:00,17.5.2018 2:00,17.5.2018 4:00,17.5.2018 5:00,5.12
17.5.2018 2:00,17.5.2018 3:00,17.5.2018 5:00,17.5.2018 6:00,4.89
17.5.2018 3:00,17.5.2018 4:00,17.5.2018 6:00,17.5.2018 7:00,24.87
17.5.2018 4:00,17.5.2018 5:00,17.5.2018 7:00,17.5.2018 8:00,38.66
17.5.2018 5:00,17.5.2018 6:00,17.5.2018 8:00,17.5.2018 9:00,48.3
17.5.2018 6:00,17.5.2018 7:00,17.5.2018 9:00,17.5.2018 10:00,58.49
17.5.2018 7:00,17.5.2018 8:00,17.5.2018 10:00,17.5.2018 11:00,61.09
17.5.2018 8:00,17.5.2018 9:00,17.5.2018 11:00,17.5.2018 12:00,55.97
17.5.2018 9:00,17.5.2018 10:00,17.5.2018 12:00,17.5.2018 13:00,58.09
17.5.2018 10:00,17.5.2018 11:00,17.5.2018 13:00,17.5.2018 14:00,54.27
17.5.2018 11:00,17.5.2018 12:00,17.5.2018 14:00,17.5.2018 15:00,53.05
17.5.2018 12:00,17.5.2018 13:00,17.5.2018 15:00,17.5.2018 16:00,34.57
17.5.2018 13:00,17.5.2018 14:00,17.5.2018 16:00,17.5.2018 17:00,33.39
17.5.2018 14:00,17.5.2018 15:00,17.5.2018 17:00,17.5.2018 18:00,32.89
17.5.2018 15:00,17.5.2018 16:00,17.5.2018 18:00,17.5.2018 19:00,35.21
17.5.2018 16:00,17.5.2018 17:00,17.5.2018 19:00,17.5.2018 20:00,41.69
17.5.2018 17:00,17.5.2018 18:00,17.5.2018 20:00,17.5.2018 21:00,39.91
17.5.2018 18:00,17.5.2018 19:00,17.5.2018 21:00,17.5.2018 22:00,35.7
17.5.2018 19:00,17.5.2018 20:00,17.5.2018 22:00,17.5.2018 23:00,35.18
17.5.2018 20:00,17.5.2018 21:00,17.5.2018 23:00,18.5.2018 0:00,34.33
17.5.2018 21:00,17.5.2018 22:00,18.5.2018 0:00,18.5.2018 1:00,28.95
17.5.2018 22:00,17.5.2018 23:00,18.5.2018 1:00,18.5.2018 2:00,19.98
17.5.2018 23:00,18.5.2018 0:00,18.5.2018 2:00,18.5.2018 3:00,35.58
18.5.2018 0:00,18.5.2018 1:00,18.5.2018 3:00,18.5.2018 4:00,6
18.5.2018 1:00,18.5.2018 2:00,18.5.2018 4:00,18.5.2018 5:00,5.96
18.5.2018 2:00,18.5.2018 3:00,18.5.2018 5:00,18.5.2018 6:00,4.77
18.5.2018 3:00,18.5.2018 4:00,18.5.2018 6:00,18.5.2018 7:00,32.22
18.5.2018 4:00,18.5.2018 5:00,18.5.2018 7:00,18.5.2018 8:00,46.11
18.5.2018 5:00,18.5.2018 6:00,18.5.2018 8:00,18.5.2018 9:00,104
18.5.2018 6:00,18.5.2018 7:00,18.5.2018 9:00,18.5.2018 10:00,100
18.5.2018 7:00,18.5.2018 8:00,18.5.2018 10:00,18.5.2018 11:00,61.1
18.5.2018 8:00,18.5.2018 9:00,18.5.2018 11:00,18.5.2018 12:00,60.37
18.5.2018 9:00,18.5.2018 10:00,18.5.2018 12:00,18.5.2018 13:00,60.76
18.5.2018 10:00,18.5.2018 11:00,18.5.2018 13:00,18.5.2018 14:00,60.56
18.5.2018 11:00,18.5.2018 12:00,18.5.2018 14:00,18.5.2018 15:00,52.88
18.5.2018 12:00,18.5.2018 13:00,18.5.2018 15:00,18.5.2018 16:00,39.77
18.5.2018 13:00,18.5.2018 14:00,18.5.2018 16:00,18.5.2018 17:00,39.4
18.5.2018 14:00,18.5.2018 15:00,18.5.2018 17:00,18.5.2018 18:00,36.44
18.5.2018 15:00,18.5.2018 16:00,18.5.2018 18:00,18.5.2018 19:00,37.97
18.5.2018 16:00,18.5.2018 17:00,18.5.2018 19:00,18.5.2018 20:00,45.43
18.5.2018 17:00,18.5.2018 18:00,18.5.2018 20:00,18.5.2018 21:00,45.08
18.5.2018 18:00,18.5.2018 19:00,18.5.2018 21:00,18.5.2018 22:00,36.62
18.5.2018 19:00,18.5.2018 20:00,18.5.2018 22:00,18.5.2018 23:00,36.24
18.5.2018 20:00,18.5.2018 21:00,18.5.2018 23:00,19.5.2018 0:00,35.15
18.5.2018 21:00,18.5.2018 22:00,19.5.2018 0:00,19.5.2018 1:00,33.73
18.5.2018 22:00,18.5.2018 23:00,19.5.2018 1:00,19.5.2018 2:00,40
18.5.2018 23:00,19.5.2018 0:00,19.5.2018 2:00,19.5.2018 3:00,37.84
19.5.2018 0:00,19.5.2018 1:00,19.5.2018 3:00,19.5.2018 4:00,37.84
19.5.2018 1:00,19.5.2018 2:00,19.5.2018 4:00,19.5.2018 5:00,37.84
19.5.2018 2:00,19.5.2018 3:00,19.5.2018 5:00,19.5.2018 6:00,37.84
19.5.2018 3:00,19.5.2018 4:00,19.5.2018 6:00,19.5.2018 7:00,34.92
19.5.2018 4:00,19.5.2018 5:00,19.5.2018 7:00,19.5.2018 8:00,34.87
19.5.2018 5:00,19.5.2018 6:00,19.5.2018 8:00,19.5.2018 9:00,35.23
19.5.2018 6:00,19.5.2018 7:00,19.5.2018 9:00,19.5.2018 10:00,36.89
19.5.2018 7:00,19.5.2018 8:00,19.5.2018 10:00,19.5.2018 11:00,38.07
19.5.2018 8:00,19.5.2018 9:00,19.5.2018 11:00,19.5.2018 12:00,37.64
19.5.2018 9:00,19.5.2018 10:00,19.5.2018 12:00,19.5.2018 13:00,35.54
19.5.2018 10:00,19.5.2018 11:00,19.5.2018 13:00,19.5.2018 14:00,34.48
19.5.2018 11:00,19.5.2018 12:00,19.5.2018 14:00,19.5.2018 15:00,33.85
19.5.2018 12:00,19.5.2018 13:00,19.5.2018 15:00,19.5.2018 16:00,32.6
19.5.2018 13:00,19.5.2018 14:00,19.5.2018 16:00,19.5.2018 17:00,32.22
19.5.2018 14:00,19.5.2018 15:00,19.5.2018 17:00,19.5.2018 18:00,32.25
19.5.2018 15:00,19.5.2018 16:00,19.5.2018 18:00,19.5.2018 19:00,34.84
19.5.2018 16:00,19.5.2018 17:00,19.5.2018 19:00,19.5.2018 20:00,37.41
19.5.2018 17:00,19.5.2018 18:00,19.5.2018 20:00,19.5.2018 21:00,36.75
19.5.2018 18:00,19.5.2018 19:00,19.5.2018 21:00,19.5.2018 22:00,35.76
19.5.2018 19:00,19.5.2018 20:00,19.5.2018 22:00,19.5.2018 23:00,35.93
19.5.2018 20:00,19.5.2018 21:00,19.5.2018 23:00,20.5.2018 0:00,35.66
19.5.2018 21:00,19.5.2018 22:00,20.5.2018 0:00,20.5.2018 1:00,31.7
19.5.2018 22:00,19.5.2018 23:00,20.5.2018 1:00,20.5.2018 2:00,32.51
19.5.2018 23:00,20.5.2018 0:00,20.5.2018 2:00,20.5.2018 3:00,27.71
20.5.2018 0:00,20.5.2018 1:00,20.5.2018 3:00,20.5.2018 4:00,22.7
20.5.2018 1:00,20.5.2018 2:00,20.5.2018 4:00,20.5.2018 5:00,22.61
20.5.2018 2:00,20.5.2018 3:00,20.5.2018 5:00,20.5.2018 6:00,18.01
20.5.2018 3:00,20.5.2018 4:00,20.5.2018 6:00,20.5.2018 7:00,17.06
20.5.2018 4:00,20.5.2018 5:00,20.5.2018 7:00,20.5.2018 8:00,22.7
20.5.2018 5:00,20.5.2018 6:00,20.5.2018 8:00,20.5.2018 9:00,27.56
20.5.2018 6:00,20.5.2018 7:00,20.5.2018 9:00,20.5.2018 10:00,31.65
20.5.2018 7:00,20.5.2018 8:00,20.5.2018 10:00,20.5.2018 11:00,32.5
20.5.2018 8:00,20.5.2018 9:00,20.5.2018 11:00,20.5.2018 12:00,32.94
20.5.2018 9:00,20.5.2018 10:00,20.5.2018 12:00,20.5.2018 13:00,32.31
20.5.2018 10:00,20.5.2018 11:00,20.5.2018 13:00,20.5.2018 14:00,30.71
20.5.2018 11:00,20.5.2018 12:00,20.5.2018 14:00,20.5.2018 15:00,26.69
20.5.2018 12:00,20.5.2018 13:00,20.5.2018 15:00,20.5.2018 16:00,33.42
20.5.2018 13:00,20.5.2018 14:00,20.5.2018 16:00,20.5.2018 17:00,33.42
20.5.2018 14:00,20.5.2018 15:00,20.5.2018 17:00,20.5.2018 18:00,34.98
20.5.2018 15:00,20.5.2018 16:00,20.5.2018 18:00,20.5.2018 19:00,37
20.5.2018 16:00,20.5.2018 17:00,20.5.2018 19:00,20.5.2018 20:00,37
20.5.2018 17:00,20.5.2018 18:00,20.5.2018 20:00,20.5.2018 21:00,37
20.5.2018 18:00,20.5.2018 19:00,20.5.2018 21:00,20.5.2018 22:00,37.59
20.5.2018 19:00,20.5.2018 20:00,20.5.2018 22:00,20.5.2018 23:00,37.59
20.5.2018 20:00,20.5.2018 21:00,20.5.2018 23:00,21.5.2018 0:00,21.59
20.5.2018 21:00,20.5.2018 22:00,21.5.2018 0:00,21.5.2018 1:00,15.27
20.5.2018 22:00,20.5.2018 23:00,21.5.2018 1:00,21.5.2018 2:00,3.91
20.5.2018 23:00,21.5.2018 0:00,21.5.2018 2:00,21.5.2018 3:00,3.04
21.5.2018 0:00,21.5.2018 1:00,21.5.2018 3:00,21.5.2018 4:00,2.97
21.5.2018 1:00,21.5.2018 2:00,21.5.2018 4:00,21.5.2018 5:00,3.1
21.5.2018 2:00,21.5.2018 3:00,21.5.2018 5:00,21.5.2018 6:00,3.18
21.5.2018 3:00,21.5.2018 4:00,21.5.2018 6:00,21.5.2018 7:00,19.4
21.5.2018 4:00,21.5.2018 5:00,21.5.2018 7:00,21.5.2018 8:00,37.06
21.5.2018 5:00,21.5.2018 6:00,21.5.2018 8:00,21.5.2018 9:00,54.74
21.5.2018 6:00,21.5.2018 7:00,21.5.2018 9:00,21.5.2018 10:00,69.7
21.5.2018 7:00,21.5.2018 8:00,21.5.2018 10:00,21.5.2018 11:00,83.49
21.5.2018 8:00,21.5.2018 9:00,21.5.2018 11:00,21.5.2018 12:00,62.84
21.5.2018 9:00,21.5.2018 10:00,21.5.2018 12:00,21.5.2018 13:00,59.89
21.5.2018 10:00,21.5.2018 11:00,21.5.2018 13:00,21.5.2018 14:00,53.03
21.5.2018 11:00,21.5.2018 12:00,21.5.2018 14:00,21.5.2018 15:00,49.69
21.5.2018 12:00,21.5.2018 13:00,21.5.2018 15:00,21.5.2018 16:00,39.57
21.5.2018 13:00,21.5.2018 14:00,21.5.2018 16:00,21.5.2018 17:00,39.34
21.5.2018 14:00,21.5.2018 15:00,21.5.2018 17:00,21.5.2018 18:00,39.16
21.5.2018 15:00,21.5.2018 16:00,21.5.2018 18:00,21.5.2018 19:00,41.5
21.5.2018 16:00,21.5.2018 17:00,21.5.2018 19:00,21.5.2018 20:00,45.81
21.5.2018 17:00,21.5.2018 18:00,21.5.2018 20:00,21.5.2018 21:00,45.23
21.5.2018 18:00,21.5.2018 19:00,21.5.2018 21:00,21.5.2018 22:00,41
21.5.2018 19:00,21.5.2018 20:00,21.5.2018 22:00,21.5.2018 23:00,40.72
21.5.2018 20:00,21.5.2018 21:00,21.5.2018 23:00,22.5.2018 0:00,40.72
21.5.2018 21:00,21.5.2018 22:00,22.5.2018 0:00,22.5.2018 1:00,38.11
21.5.2018 22:00,21.5.2018 23:00,22.5.2018 1:00,22.5.2018 2:00,36.55
21.5.2018 23:00,22.5.2018 0:00,22.5.2018 2:00,22.5.2018 3:00,30.27
22.5.2018 0:00,22.5.2018 1:00,22.5.2018 3:00,22.5.2018 4:00,30.05
22.5.2018 1:00,22.5.2018 2:00,22.5.2018 4:00,22.5.2018 5:00,28.83
22.5.2018 2:00,22.5.2018 3:00,22.5.2018 5:00,22.5.2018 6:00,31.55
22.5.2018 3:00,22.5.2018 4:00,22.5.2018 6:00,22.5.2018 7:00,35.14
22.5.2018 4:00,22.5.2018 5:00,22.5.2018 7:00,22.5.2018 8:00,43.6
22.5.2018 5:00,22.5.2018 6:00,22.5.2018 8:00,22.5.2018 9:00,69.88
22.5.2018 6:00,22.5.2018 7:00,22.5.2018 9:00,22.5.2018 10:00,91.33
22.5.2018 7:00,22.5.2018 8:00,22.5.2018 10:00,22.5.2018 11:00,123.96
22.5.2018 8:00,22.5.2018 9:00,22.5.2018 11:00,22.5.2018 12:00,88.07
22.5.2018 9:00,22.5.2018 10:00,22.5.2018 12:00,22.5.2018 13:00,92.56
22.5.2018 10:00,22.5.2018 11:00,22.5.2018 13:00,22.5.2018 14:00,92.56
22.5.2018 11:00,22.5.2018 12:00,22.5.2018 14:00,22.5.2018 15:00,97.93
22.5.2018 12:00,22.5.2018 13:00,22.5.2018 15:00,22.5.2018 16:00,40.95
22.5.2018 13:00,22.5.2018 14:00,22.5.2018 16:00,22.5.2018 17:00,40.31
22.5.2018 14:00,22.5.2018 15:00,22.5.2018 17:00,22.5.2018 18:00,39.72
22.5.2018 15:00,22.5.2018 16:00,22.5.2018 18:00,22.5.2018 19:00,50.79
22.5.2018 16:00,22.5.2018 17:00,22.5.2018 19:00,22.5.2018 20:00,54.77
22.5.2018 17:00,22.5.2018 18:00,22.5.2018 20:00,22.5.2018 21:00,59.66
22.5.2018 18:00,22.5.2018 19:00,22.5.2018 21:00,22.5.2018 22:00,39.59
22.5.2018 19:00,22.5.2018 20:00,22.5.2018 22:00,22.5.2018 23:00,39.49
22.5.2018 20:00,22.5.2018 21:00,22.5.2018 23:00,23.5.2018 0:00,39.43
22.5.2018 21:00,22.5.2018 22:00,23.5.2018 0:00,23.5.2018 1:00,36.04
22.5.2018 22:00,22.5.2018 23:00,23.5.2018 1:00,23.5.2018 2:00,42.13
22.5.2018 23:00,23.5.2018 0:00,23.5.2018 2:00,23.5.2018 3:00,42
23.5.2018 0:00,23.5.2018 1:00,23.5.2018 3:00,23.5.2018 4:00,36.04
23.5.2018 1:00,23.5.2018 2:00,23.5.2018 4:00,23.5.2018 5:00,34.53
23.5.2018 2:00,23.5.2018 3:00,23.5.2018 5:00,23.5.2018 6:00,35.24
23.5.2018 3:00,23.5.2018 4:00,23.5.2018 6:00,23.5.2018 7:00,37.7
23.5.2018 4:00,23.5.2018 5:00,23.5.2018 7:00,23.5.2018 8:00,40.61
23.5.2018 5:00,23.5.2018 6:00,23.5.2018 8:00,23.5.2018 9:00,56.16
23.5.2018 6:00,23.5.2018 7:00,23.5.2018 9:00,23.5.2018 10:00,92.81
23.5.2018 7:00,23.5.2018 8:00,23.5.2018 10:00,23.5.2018 11:00,86.22
23.5.2018 8:00,23.5.2018 9:00,23.5.2018 11:00,23.5.2018 12:00,81.84
23.5.2018 9:00,23.5.2018 10:00,23.5.2018 12:00,23.5.2018 13:00,84.76
23.5.2018 10:00,23.5.2018 11:00,23.5.2018 13:00,23.5.2018 14:00,84.94
23.5.2018 11:00,23.5.2018 12:00,23.5.2018 14:00,23.5.2018 15:00,69.87
23.5.2018 12:00,23.5.2018 13:00,23.5.2018 15:00,23.5.2018 16:00,45.29
23.5.2018 13:00,23.5.2018 14:00,23.5.2018 16:00,23.5.2018 17:00,43.18
23.5.2018 14:00,23.5.2018 15:00,23.5.2018 17:00,23.5.2018 18:00,43.18
23.5.2018 15:00,23.5.2018 16:00,23.5.2018 18:00,23.5.2018 19:00,44.24
23.5.2018 16:00,23.5.2018 17:00,23.5.2018 19:00,23.5.2018 20:00,46.42
23.5.2018 17:00,23.5.2018 18:00,23.5.2018 20:00,23.5.2018 21:00,58
23.5.2018 18:00,23.5.2018 19:00,23.5.2018 21:00,23.5.2018 22:00,43.18
23.5.2018 19:00,23.5.2018 20:00,23.5.2018 22:00,23.5.2018 23:00,43.18
23.5.2018 20:00,23.5.2018 21:00,23.5.2018 23:00,24.5.2018 0:00,43.5
23.5.2018 21:00,23.5.2018 22:00,24.5.2018 0:00,24.5.2018 1:00,39.5
23.5.2018 22:00,23.5.2018 23:00,24.5.2018 1:00,24.5.2018 2:00,40.99
23.5.2018 23:00,24.5.2018 0:00,24.5.2018 2:00,24.5.2018 3:00,34.13
24.5.2018 0:00,24.5.2018 1:00,24.5.2018 3:00,24.5.2018 4:00,33.01
24.5.2018 1:00,24.5.2018 2:00,24.5.2018 4:00,24.5.2018 5:00,31.79
24.5.2018 2:00,24.5.2018 3:00,24.5.2018 5:00,24.5.2018 6:00,32.34
24.5.2018 3:00,24.5.2018 4:00,24.5.2018 6:00,24.5.2018 7:00,36.44
24.5.2018 4:00,24.5.2018 5:00,24.5.2018 7:00,24.5.2018 8:00,45.98
24.5.2018 5:00,24.5.2018 6:00,24.5.2018 8:00,24.5.2018 9:00,61.19
24.5.2018 6:00,24.5.2018 7:00,24.5.2018 9:00,24.5.2018 10:00,75.98
24.5.2018 7:00,24.5.2018 8:00,24.5.2018 10:00,24.5.2018 11:00,81
24.5.2018 8:00,24.5.2018 9:00,24.5.2018 11:00,24.5.2018 12:00,77.52
24.5.2018 9:00,24.5.2018 10:00,24.5.2018 12:00,24.5.2018 13:00,76.09
24.5.2018 10:00,24.5.2018 11:00,24.5.2018 13:00,24.5.2018 14:00,80.03
24.5.2018 11:00,24.5.2018 12:00,24.5.2018 14:00,24.5.2018 15:00,77.54
24.5.2018 12:00,24.5.2018 13:00,24.5.2018 15:00,24.5.2018 16:00,43.02
24.5.2018 13:00,24.5.2018 14:00,24.5.2018 16:00,24.5.2018 17:00,41.89
24.5.2018 14:00,24.5.2018 15:00,24.5.2018 17:00,24.5.2018 18:00,41.64
24.5.2018 15:00,24.5.2018 16:00,24.5.2018 18:00,24.5.2018 19:00,41.7
24.5.2018 16:00,24.5.2018 17:00,24.5.2018 19:00,24.5.2018 20:00,51.28
24.5.2018 17:00,24.5.2018 18:00,24.5.2018 20:00,24.5.2018 21:00,51.32
24.5.2018 18:00,24.5.2018 19:00,24.5.2018 21:00,24.5.2018 22:00,43.74
24.5.2018 19:00,24.5.2018 20:00,24.5.2018 22:00,24.5.2018 23:00,42.56
24.5.2018 20:00,24.5.2018 21:00,24.5.2018 23:00,25.5.2018 0:00,42.04
24.5.2018 21:00,24.5.2018 22:00,25.5.2018 0:00,25.5.2018 1:00,39
24.5.2018 22:00,24.5.2018 23:00,25.5.2018 1:00,25.5.2018 2:00,35.97
24.5.2018 23:00,25.5.2018 0:00,25.5.2018 2:00,25.5.2018 3:00,34.17
25.5.2018 0:00,25.5.2018 1:00,25.5.2018 3:00,25.5.2018 4:00,33.4
25.5.2018 1:00,25.5.2018 2:00,25.5.2018 4:00,25.5.2018 5:00,32.09
25.5.2018 2:00,25.5.2018 3:00,25.5.2018 5:00,25.5.2018 6:00,33.01
25.5.2018 3:00,25.5.2018 4:00,25.5.2018 6:00,25.5.2018 7:00,37.44
25.5.2018 4:00,25.5.2018 5:00,25.5.2018 7:00,25.5.2018 8:00,46.7
25.5.2018 5:00,25.5.2018 6:00,25.5.2018 8:00,25.5.2018 9:00,65.4
25.5.2018 6:00,25.5.2018 7:00,25.5.2018 9:00,25.5.2018 10:00,71.09
25.5.2018 7:00,25.5.2018 8:00,25.5.2018 10:00,25.5.2018 11:00,70.24
25.5.2018 8:00,25.5.2018 9:00,25.5.2018 11:00,25.5.2018 12:00,66.3
25.5.2018 9:00,25.5.2018 10:00,25.5.2018 12:00,25.5.2018 13:00,69.46
25.5.2018 10:00,25.5.2018 11:00,25.5.2018 13:00,25.5.2018 14:00,69.75
25.5.2018 11:00,25.5.2018 12:00,25.5.2018 14:00,25.5.2018 15:00,65.57
25.5.2018 12:00,25.5.2018 13:00,25.5.2018 15:00,25.5.2018 16:00,41.72
25.5.2018 13:00,25.5.2018 14:00,25.5.2018 16:00,25.5.2018 17:00,41.16
25.5.2018 14:00,25.5.2018 15:00,25.5.2018 17:00,25.5.2018 18:00,41.69
25.5.2018 15:00,25.5.2018 16:00,25.5.2018 18:00,25.5.2018 19:00,41.46
25.5.2018 16:00,25.5.2018 17:00,25.5.2018 19:00,25.5.2018 20:00,53.56
25.5.2018 17:00,25.5.2018 18:00,25.5.2018 20:00,25.5.2018 21:00,46.78
25.5.2018 18:00,25.5.2018 19:00,25.5.2018 21:00,25.5.2018 22:00,43
25.5.2018 19:00,25.5.2018 20:00,25.5.2018 22:00,25.5.2018 23:00,43
