Start time UTC,End time UTC,Start time UTC+03:00,End time UTC+03:00,Up-regulating price in the Balancing energy market
1.4.2018 21:00,1.4.2018 22:00,2.4.2018 0:00,2.4.2018 1:00,39.22
1.4.2018 22:00,1.4.2018 23:00,2.4.2018 1:00,2.4.2018 2:00,40.9
1.4.2018 23:00,2.4.2018 0:00,2.4.2018 2:00,2.4.2018 3:00,40.78
2.4.2018 0:00,2.4.2018 1:00,2.4.2018 3:00,2.4.2018 4:00,41.5
2.4.2018 1:00,2.4.2018 2:00,2.4.2018 4:00,2.4.2018 5:00,41.5
2.4.2018 2:00,2.4.2018 3:00,2.4.2018 5:00,2.4.2018 6:00,40.78
2.4.2018 3:00,2.4.2018 4:00,2.4.2018 6:00,2.4.2018 7:00,41.4
2.4.2018 4:00,2.4.2018 5:00,2.4.2018 7:00,2.4.2018 8:00,41.4
2.4.2018 5:00,2.4.2018 6:00,2.4.2018 8:00,2.4.2018 9:00,41.4
2.4.2018 6:00,2.4.2018 7:00,2.4.2018 9:00,2.4.2018 10:00,43
2.4.2018 7:00,2.4.2018 8:00,2.4.2018 10:00,2.4.2018 11:00,43.37
2.4.2018 8:00,2.4.2018 9:00,2.4.2018 11:00,2.4.2018 12:00,43.37
2.4.2018 9:00,2.4.2018 10:00,2.4.2018 12:00,2.4.2018 13:00,40.32
2.4.2018 10:00,2.4.2018 11:00,2.4.2018 13:00,2.4.2018 14:00,39.91
2.4.2018 11:00,2.4.2018 12:00,2.4.2018 14:00,2.4.2018 15:00,39.52
2.4.2018 12:00,2.4.2018 13:00,2.4.2018 15:00,2.4.2018 16:00,38.79
2.4.2018 13:00,2.4.2018 14:00,2.4.2018 16:00,2.4.2018 17:00,38.62
2.4.2018 14:00,2.4.2018 15:00,2.4.2018 17:00,2.4.2018 18:00,39.08
2.4.2018 15:00,2.4.2018 16:00,2.4.2018 18:00,2.4.2018 19:00,39.53
2.4.2018 16:00,2.4.2018 17:00,2.4.2018 19:00,2.4.2018 20:00,40.11
2.4.2018 17:00,2.4.2018 18:00,2.4.2018 20:00,2.4.2018 21:00,40.88
2.4.2018 18:00,2.4.2018 19:00,2.4.2018 21:00,2.4.2018 22:00,41.09
2.4.2018 19:00,2.4.2018 20:00,2.4.2018 22:00,2.4.2018 23:00,40.92
2.4.2018 20:00,2.4.2018 21:00,2.4.2018 23:00,3.4.2018 0:00,39.96
2.4.2018 21:00,2.4.2018 22:00,3.4.2018 0:00,3.4.2018 1:00,39.22
2.4.2018 22:00,2.4.2018 23:00,3.4.2018 1:00,3.4.2018 2:00,40.07
2.4.2018 23:00,3.4.2018 0:00,3.4.2018 2:00,3.4.2018 3:00,39.33
3.4.2018 0:00,3.4.2018 1:00,3.4.2018 3:00,3.4.2018 4:00,39.01
3.4.2018 1:00,3.4.2018 2:00,3.4.2018 4:00,3.4.2018 5:00,39.04
3.4.2018 2:00,3.4.2018 3:00,3.4.2018 5:00,3.4.2018 6:00,39.31
3.4.2018 3:00,3.4.2018 4:00,3.4.2018 6:00,3.4.2018 7:00,40.52
3.4.2018 4:00,3.4.2018 5:00,3.4.2018 7:00,3.4.2018 8:00,42.72
3.4.2018 5:00,3.4.2018 6:00,3.4.2018 8:00,3.4.2018 9:00,46.18
3.4.2018 6:00,3.4.2018 7:00,3.4.2018 9:00,3.4.2018 10:00,52.48
3.4.2018 7:00,3.4.2018 8:00,3.4.2018 10:00,3.4.2018 11:00,57.7
3.4.2018 8:00,3.4.2018 9:00,3.4.2018 11:00,3.4.2018 12:00,56.79
3.4.2018 9:00,3.4.2018 10:00,3.4.2018 12:00,3.4.2018 13:00,56.79
3.4.2018 10:00,3.4.2018 11:00,3.4.2018 13:00,3.4.2018 14:00,48.53
3.4.2018 11:00,3.4.2018 12:00,3.4.2018 14:00,3.4.2018 15:00,45.74
3.4.2018 12:00,3.4.2018 13:00,3.4.2018 15:00,3.4.2018 16:00,43.96
3.4.2018 13:00,3.4.2018 14:00,3.4.2018 16:00,3.4.2018 17:00,43.28
3.4.2018 14:00,3.4.2018 15:00,3.4.2018 17:00,3.4.2018 18:00,43.22
3.4.2018 15:00,3.4.2018 16:00,3.4.2018 18:00,3.4.2018 19:00,44.49
3.4.2018 16:00,3.4.2018 17:00,3.4.2018 19:00,3.4.2018 20:00,47.53
3.4.2018 17:00,3.4.2018 18:00,3.4.2018 20:00,3.4.2018 21:00,49.95
3.4.2018 18:00,3.4.2018 19:00,3.4.2018 21:00,3.4.2018 22:00,46.56
3.4.2018 19:00,3.4.2018 20:00,3.4.2018 22:00,3.4.2018 23:00,42.87
3.4.2018 20:00,3.4.2018 21:00,3.4.2018 23:00,4.4.2018 0:00,40.5
3.4.2018 21:00,3.4.2018 22:00,4.4.2018 0:00,4.4.2018 1:00,39.13
3.4.2018 22:00,3.4.2018 23:00,4.4.2018 1:00,4.4.2018 2:00,39.31
3.4.2018 23:00,4.4.2018 0:00,4.4.2018 2:00,4.4.2018 3:00,39
4.4.2018 0:00,4.4.2018 1:00,4.4.2018 3:00,4.4.2018 4:00,38.75
4.4.2018 1:00,4.4.2018 2:00,4.4.2018 4:00,4.4.2018 5:00,38.94
4.4.2018 2:00,4.4.2018 3:00,4.4.2018 5:00,4.4.2018 6:00,38.84
4.4.2018 3:00,4.4.2018 4:00,4.4.2018 6:00,4.4.2018 7:00,40.08
4.4.2018 4:00,4.4.2018 5:00,4.4.2018 7:00,4.4.2018 8:00,42.75
4.4.2018 5:00,4.4.2018 6:00,4.4.2018 8:00,4.4.2018 9:00,48.73
4.4.2018 6:00,4.4.2018 7:00,4.4.2018 9:00,4.4.2018 10:00,55.78
4.4.2018 7:00,4.4.2018 8:00,4.4.2018 10:00,4.4.2018 11:00,53.06
4.4.2018 8:00,4.4.2018 9:00,4.4.2018 11:00,4.4.2018 12:00,55.99
4.4.2018 9:00,4.4.2018 10:00,4.4.2018 12:00,4.4.2018 13:00,55.99
4.4.2018 10:00,4.4.2018 11:00,4.4.2018 13:00,4.4.2018 14:00,51.84
4.4.2018 11:00,4.4.2018 12:00,4.4.2018 14:00,4.4.2018 15:00,75
4.4.2018 12:00,4.4.2018 13:00,4.4.2018 15:00,4.4.2018 16:00,60.14
4.4.2018 13:00,4.4.2018 14:00,4.4.2018 16:00,4.4.2018 17:00,51.84
4.4.2018 14:00,4.4.2018 15:00,4.4.2018 17:00,4.4.2018 18:00,48.73
4.4.2018 15:00,4.4.2018 16:00,4.4.2018 18:00,4.4.2018 19:00,46.66
4.4.2018 16:00,4.4.2018 17:00,4.4.2018 19:00,4.4.2018 20:00,46.66
4.4.2018 17:00,4.4.2018 18:00,4.4.2018 20:00,4.4.2018 21:00,46.66
4.4.2018 18:00,4.4.2018 19:00,4.4.2018 21:00,4.4.2018 22:00,47.7
4.4.2018 19:00,4.4.2018 20:00,4.4.2018 22:00,4.4.2018 23:00,46.66
4.4.2018 20:00,4.4.2018 21:00,4.4.2018 23:00,5.4.2018 0:00,44.59
4.4.2018 21:00,4.4.2018 22:00,5.4.2018 0:00,5.4.2018 1:00,43.55
4.4.2018 22:00,4.4.2018 23:00,5.4.2018 1:00,5.4.2018 2:00,39.39
4.4.2018 23:00,5.4.2018 0:00,5.4.2018 2:00,5.4.2018 3:00,38.88
5.4.2018 0:00,5.4.2018 1:00,5.4.2018 3:00,5.4.2018 4:00,38.8
5.4.2018 1:00,5.4.2018 2:00,5.4.2018 4:00,5.4.2018 5:00,39.09
5.4.2018 2:00,5.4.2018 3:00,5.4.2018 5:00,5.4.2018 6:00,38.96
5.4.2018 3:00,5.4.2018 4:00,5.4.2018 6:00,5.4.2018 7:00,40.23
5.4.2018 4:00,5.4.2018 5:00,5.4.2018 7:00,5.4.2018 8:00,42.24
5.4.2018 5:00,5.4.2018 6:00,5.4.2018 8:00,5.4.2018 9:00,47.64
5.4.2018 6:00,5.4.2018 7:00,5.4.2018 9:00,5.4.2018 10:00,53
5.4.2018 7:00,5.4.2018 8:00,5.4.2018 10:00,5.4.2018 11:00,53
5.4.2018 8:00,5.4.2018 9:00,5.4.2018 11:00,5.4.2018 12:00,52.87
5.4.2018 9:00,5.4.2018 10:00,5.4.2018 12:00,5.4.2018 13:00,52.87
5.4.2018 10:00,5.4.2018 11:00,5.4.2018 13:00,5.4.2018 14:00,49.76
5.4.2018 11:00,5.4.2018 12:00,5.4.2018 14:00,5.4.2018 15:00,51.83
5.4.2018 12:00,5.4.2018 13:00,5.4.2018 15:00,5.4.2018 16:00,51.83
5.4.2018 13:00,5.4.2018 14:00,5.4.2018 16:00,5.4.2018 17:00,48.7
5.4.2018 14:00,5.4.2018 15:00,5.4.2018 17:00,5.4.2018 18:00,45.61
5.4.2018 15:00,5.4.2018 16:00,5.4.2018 18:00,5.4.2018 19:00,45.61
5.4.2018 16:00,5.4.2018 17:00,5.4.2018 19:00,5.4.2018 20:00,42.65
5.4.2018 17:00,5.4.2018 18:00,5.4.2018 20:00,5.4.2018 21:00,42.71
5.4.2018 18:00,5.4.2018 19:00,5.4.2018 21:00,5.4.2018 22:00,42.55
5.4.2018 19:00,5.4.2018 20:00,5.4.2018 22:00,5.4.2018 23:00,43.54
5.4.2018 20:00,5.4.2018 21:00,5.4.2018 23:00,6.4.2018 0:00,43.54
5.4.2018 21:00,5.4.2018 22:00,6.4.2018 0:00,6.4.2018 1:00,42
5.4.2018 22:00,5.4.2018 23:00,6.4.2018 1:00,6.4.2018 2:00,43
5.4.2018 23:00,6.4.2018 0:00,6.4.2018 2:00,6.4.2018 3:00,43
6.4.2018 0:00,6.4.2018 1:00,6.4.2018 3:00,6.4.2018 4:00,42
6.4.2018 1:00,6.4.2018 2:00,6.4.2018 4:00,6.4.2018 5:00,38.6
6.4.2018 2:00,6.4.2018 3:00,6.4.2018 5:00,6.4.2018 6:00,38.6
6.4.2018 3:00,6.4.2018 4:00,6.4.2018 6:00,6.4.2018 7:00,39.04
6.4.2018 4:00,6.4.2018 5:00,6.4.2018 7:00,6.4.2018 8:00,41.39
6.4.2018 5:00,6.4.2018 6:00,6.4.2018 8:00,6.4.2018 9:00,45.64
6.4.2018 6:00,6.4.2018 7:00,6.4.2018 9:00,6.4.2018 10:00,49.33
6.4.2018 7:00,6.4.2018 8:00,6.4.2018 10:00,6.4.2018 11:00,43.98
6.4.2018 8:00,6.4.2018 9:00,6.4.2018 11:00,6.4.2018 12:00,43.22
6.4.2018 9:00,6.4.2018 10:00,6.4.2018 12:00,6.4.2018 13:00,42.66
6.4.2018 10:00,6.4.2018 11:00,6.4.2018 13:00,6.4.2018 14:00,40.96
6.4.2018 11:00,6.4.2018 12:00,6.4.2018 14:00,6.4.2018 15:00,40.08
6.4.2018 12:00,6.4.2018 13:00,6.4.2018 15:00,6.4.2018 16:00,39.48
6.4.2018 13:00,6.4.2018 14:00,6.4.2018 16:00,6.4.2018 17:00,39.37
6.4.2018 14:00,6.4.2018 15:00,6.4.2018 17:00,6.4.2018 18:00,39.75
6.4.2018 15:00,6.4.2018 16:00,6.4.2018 18:00,6.4.2018 19:00,40.22
6.4.2018 16:00,6.4.2018 17:00,6.4.2018 19:00,6.4.2018 20:00,40.53
6.4.2018 17:00,6.4.2018 18:00,6.4.2018 20:00,6.4.2018 21:00,41.41
6.4.2018 18:00,6.4.2018 19:00,6.4.2018 21:00,6.4.2018 22:00,40.98
6.4.2018 19:00,6.4.2018 20:00,6.4.2018 22:00,6.4.2018 23:00,40.53
6.4.2018 20:00,6.4.2018 21:00,6.4.2018 23:00,7.4.2018 0:00,39.65
6.4.2018 21:00,6.4.2018 22:00,7.4.2018 0:00,7.4.2018 1:00,37.54
6.4.2018 22:00,6.4.2018 23:00,7.4.2018 1:00,7.4.2018 2:00,39.1
6.4.2018 23:00,7.4.2018 0:00,7.4.2018 2:00,7.4.2018 3:00,38.44
7.4.2018 0:00,7.4.2018 1:00,7.4.2018 3:00,7.4.2018 4:00,38.28
7.4.2018 1:00,7.4.2018 2:00,7.4.2018 4:00,7.4.2018 5:00,38.13
7.4.2018 2:00,7.4.2018 3:00,7.4.2018 5:00,7.4.2018 6:00,38.5
7.4.2018 3:00,7.4.2018 4:00,7.4.2018 6:00,7.4.2018 7:00,38.83
7.4.2018 4:00,7.4.2018 5:00,7.4.2018 7:00,7.4.2018 8:00,38.75
7.4.2018 5:00,7.4.2018 6:00,7.4.2018 8:00,7.4.2018 9:00,39.11
7.4.2018 6:00,7.4.2018 7:00,7.4.2018 9:00,7.4.2018 10:00,40.96
7.4.2018 7:00,7.4.2018 8:00,7.4.2018 10:00,7.4.2018 11:00,41.75
7.4.2018 8:00,7.4.2018 9:00,7.4.2018 11:00,7.4.2018 12:00,41.81
7.4.2018 9:00,7.4.2018 10:00,7.4.2018 12:00,7.4.2018 13:00,40.92
7.4.2018 10:00,7.4.2018 11:00,7.4.2018 13:00,7.4.2018 14:00,40.06
7.4.2018 11:00,7.4.2018 12:00,7.4.2018 14:00,7.4.2018 15:00,39.43
7.4.2018 12:00,7.4.2018 13:00,7.4.2018 15:00,7.4.2018 16:00,39
7.4.2018 13:00,7.4.2018 14:00,7.4.2018 16:00,7.4.2018 17:00,38.73
7.4.2018 14:00,7.4.2018 15:00,7.4.2018 17:00,7.4.2018 18:00,39.6
7.4.2018 15:00,7.4.2018 16:00,7.4.2018 18:00,7.4.2018 19:00,40.5
7.4.2018 16:00,7.4.2018 17:00,7.4.2018 19:00,7.4.2018 20:00,41
7.4.2018 17:00,7.4.2018 18:00,7.4.2018 20:00,7.4.2018 21:00,42
7.4.2018 18:00,7.4.2018 19:00,7.4.2018 21:00,7.4.2018 22:00,40.48
7.4.2018 19:00,7.4.2018 20:00,7.4.2018 22:00,7.4.2018 23:00,39.09
7.4.2018 20:00,7.4.2018 21:00,7.4.2018 23:00,8.4.2018 0:00,38.07
7.4.2018 21:00,7.4.2018 22:00,8.4.2018 0:00,8.4.2018 1:00,38.82
7.4.2018 22:00,7.4.2018 23:00,8.4.2018 1:00,8.4.2018 2:00,39.15
7.4.2018 23:00,8.4.2018 0:00,8.4.2018 2:00,8.4.2018 3:00,38.98
8.4.2018 0:00,8.4.2018 1:00,8.4.2018 3:00,8.4.2018 4:00,38.96
8.4.2018 1:00,8.4.2018 2:00,8.4.2018 4:00,8.4.2018 5:00,39.02
8.4.2018 2:00,8.4.2018 3:00,8.4.2018 5:00,8.4.2018 6:00,39.13
8.4.2018 3:00,8.4.2018 4:00,8.4.2018 6:00,8.4.2018 7:00,39.28
8.4.2018 4:00,8.4.2018 5:00,8.4.2018 7:00,8.4.2018 8:00,38.97
8.4.2018 5:00,8.4.2018 6:00,8.4.2018 8:00,8.4.2018 9:00,38.86
8.4.2018 6:00,8.4.2018 7:00,8.4.2018 9:00,8.4.2018 10:00,39.42
8.4.2018 7:00,8.4.2018 8:00,8.4.2018 10:00,8.4.2018 11:00,39.82
8.4.2018 8:00,8.4.2018 9:00,8.4.2018 11:00,8.4.2018 12:00,40.05
8.4.2018 9:00,8.4.2018 10:00,8.4.2018 12:00,8.4.2018 13:00,39.84
8.4.2018 10:00,8.4.2018 11:00,8.4.2018 13:00,8.4.2018 14:00,39.49
8.4.2018 11:00,8.4.2018 12:00,8.4.2018 14:00,8.4.2018 15:00,39.12
8.4.2018 12:00,8.4.2018 13:00,8.4.2018 15:00,8.4.2018 16:00,38.88
8.4.2018 13:00,8.4.2018 14:00,8.4.2018 16:00,8.4.2018 17:00,38.8
8.4.2018 14:00,8.4.2018 15:00,8.4.2018 17:00,8.4.2018 18:00,38.85
8.4.2018 15:00,8.4.2018 16:00,8.4.2018 18:00,8.4.2018 19:00,39.07
8.4.2018 16:00,8.4.2018 17:00,8.4.2018 19:00,8.4.2018 20:00,39.46
8.4.2018 17:00,8.4.2018 18:00,8.4.2018 20:00,8.4.2018 21:00,40.72
8.4.2018 18:00,8.4.2018 19:00,8.4.2018 21:00,8.4.2018 22:00,42.26
8.4.2018 19:00,8.4.2018 20:00,8.4.2018 22:00,8.4.2018 23:00,41.68
8.4.2018 20:00,8.4.2018 21:00,8.4.2018 23:00,9.4.2018 0:00,39.9
8.4.2018 21:00,8.4.2018 22:00,9.4.2018 0:00,9.4.2018 1:00,38.8
8.4.2018 22:00,8.4.2018 23:00,9.4.2018 1:00,9.4.2018 2:00,38.57
8.4.2018 23:00,9.4.2018 0:00,9.4.2018 2:00,9.4.2018 3:00,38
9.4.2018 0:00,9.4.2018 1:00,9.4.2018 3:00,9.4.2018 4:00,37.94
9.4.2018 1:00,9.4.2018 2:00,9.4.2018 4:00,9.4.2018 5:00,37.97
9.4.2018 2:00,9.4.2018 3:00,9.4.2018 5:00,9.4.2018 6:00,39.1
9.4.2018 3:00,9.4.2018 4:00,9.4.2018 6:00,9.4.2018 7:00,39.92
9.4.2018 4:00,9.4.2018 5:00,9.4.2018 7:00,9.4.2018 8:00,45.2
9.4.2018 5:00,9.4.2018 6:00,9.4.2018 8:00,9.4.2018 9:00,51.36
9.4.2018 6:00,9.4.2018 7:00,9.4.2018 9:00,9.4.2018 10:00,61.14
9.4.2018 7:00,9.4.2018 8:00,9.4.2018 10:00,9.4.2018 11:00,52.01
9.4.2018 8:00,9.4.2018 9:00,9.4.2018 11:00,9.4.2018 12:00,47.77
9.4.2018 9:00,9.4.2018 10:00,9.4.2018 12:00,9.4.2018 13:00,44.78
9.4.2018 10:00,9.4.2018 11:00,9.4.2018 13:00,9.4.2018 14:00,45.2
9.4.2018 11:00,9.4.2018 12:00,9.4.2018 14:00,9.4.2018 15:00,45.2
9.4.2018 12:00,9.4.2018 13:00,9.4.2018 15:00,9.4.2018 16:00,41.51
9.4.2018 13:00,9.4.2018 14:00,9.4.2018 16:00,9.4.2018 17:00,41.35
9.4.2018 14:00,9.4.2018 15:00,9.4.2018 17:00,9.4.2018 18:00,44.05
9.4.2018 15:00,9.4.2018 16:00,9.4.2018 18:00,9.4.2018 19:00,45.5
9.4.2018 16:00,9.4.2018 17:00,9.4.2018 19:00,9.4.2018 20:00,47.25
9.4.2018 17:00,9.4.2018 18:00,9.4.2018 20:00,9.4.2018 21:00,47.25
9.4.2018 18:00,9.4.2018 19:00,9.4.2018 21:00,9.4.2018 22:00,43.66
9.4.2018 19:00,9.4.2018 20:00,9.4.2018 22:00,9.4.2018 23:00,41.26
9.4.2018 20:00,9.4.2018 21:00,9.4.2018 23:00,10.4.2018 0:00,39.63
9.4.2018 21:00,9.4.2018 22:00,10.4.2018 0:00,10.4.2018 1:00,38.36
9.4.2018 22:00,9.4.2018 23:00,10.4.2018 1:00,10.4.2018 2:00,38.45
9.4.2018 23:00,10.4.2018 0:00,10.4.2018 2:00,10.4.2018 3:00,37.04
10.4.2018 0:00,10.4.2018 1:00,10.4.2018 3:00,10.4.2018 4:00,37.03
10.4.2018 1:00,10.4.2018 2:00,10.4.2018 4:00,10.4.2018 5:00,37.05
10.4.2018 2:00,10.4.2018 3:00,10.4.2018 5:00,10.4.2018 6:00,37.78
10.4.2018 3:00,10.4.2018 4:00,10.4.2018 6:00,10.4.2018 7:00,39.09
10.4.2018 4:00,10.4.2018 5:00,10.4.2018 7:00,10.4.2018 8:00,41.37
10.4.2018 5:00,10.4.2018 6:00,10.4.2018 8:00,10.4.2018 9:00,44.32
10.4.2018 6:00,10.4.2018 7:00,10.4.2018 9:00,10.4.2018 10:00,45.74
10.4.2018 7:00,10.4.2018 8:00,10.4.2018 10:00,10.4.2018 11:00,44.44
10.4.2018 8:00,10.4.2018 9:00,10.4.2018 11:00,10.4.2018 12:00,44.4
10.4.2018 9:00,10.4.2018 10:00,10.4.2018 12:00,10.4.2018 13:00,44.27
10.4.2018 10:00,10.4.2018 11:00,10.4.2018 13:00,10.4.2018 14:00,44.42
10.4.2018 11:00,10.4.2018 12:00,10.4.2018 14:00,10.4.2018 15:00,42.55
10.4.2018 12:00,10.4.2018 13:00,10.4.2018 15:00,10.4.2018 16:00,41.07
10.4.2018 13:00,10.4.2018 14:00,10.4.2018 16:00,10.4.2018 17:00,40.82
10.4.2018 14:00,10.4.2018 15:00,10.4.2018 17:00,10.4.2018 18:00,40.9
10.4.2018 15:00,10.4.2018 16:00,10.4.2018 18:00,10.4.2018 19:00,41.7
10.4.2018 16:00,10.4.2018 17:00,10.4.2018 19:00,10.4.2018 20:00,42.51
10.4.2018 17:00,10.4.2018 18:00,10.4.2018 20:00,10.4.2018 21:00,42.92
10.4.2018 18:00,10.4.2018 19:00,10.4.2018 21:00,10.4.2018 22:00,41.16
10.4.2018 19:00,10.4.2018 20:00,10.4.2018 22:00,10.4.2018 23:00,40.55
10.4.2018 20:00,10.4.2018 21:00,10.4.2018 23:00,11.4.2018 0:00,39.42
10.4.2018 21:00,10.4.2018 22:00,11.4.2018 0:00,11.4.2018 1:00,37.94
10.4.2018 22:00,10.4.2018 23:00,11.4.2018 1:00,11.4.2018 2:00,38.69
10.4.2018 23:00,11.4.2018 0:00,11.4.2018 2:00,11.4.2018 3:00,38.14
11.4.2018 0:00,11.4.2018 1:00,11.4.2018 3:00,11.4.2018 4:00,37.99
11.4.2018 1:00,11.4.2018 2:00,11.4.2018 4:00,11.4.2018 5:00,38.28
11.4.2018 2:00,11.4.2018 3:00,11.4.2018 5:00,11.4.2018 6:00,38.42
11.4.2018 3:00,11.4.2018 4:00,11.4.2018 6:00,11.4.2018 7:00,39.62
11.4.2018 4:00,11.4.2018 5:00,11.4.2018 7:00,11.4.2018 8:00,40.7
11.4.2018 5:00,11.4.2018 6:00,11.4.2018 8:00,11.4.2018 9:00,44.57
11.4.2018 6:00,11.4.2018 7:00,11.4.2018 9:00,11.4.2018 10:00,46.69
11.4.2018 7:00,11.4.2018 8:00,11.4.2018 10:00,11.4.2018 11:00,44.69
11.4.2018 8:00,11.4.2018 9:00,11.4.2018 11:00,11.4.2018 12:00,43.55
11.4.2018 9:00,11.4.2018 10:00,11.4.2018 12:00,11.4.2018 13:00,42.13
11.4.2018 10:00,11.4.2018 11:00,11.4.2018 13:00,11.4.2018 14:00,41.3
11.4.2018 11:00,11.4.2018 12:00,11.4.2018 14:00,11.4.2018 15:00,41.35
11.4.2018 12:00,11.4.2018 13:00,11.4.2018 15:00,11.4.2018 16:00,40.66
11.4.2018 13:00,11.4.2018 14:00,11.4.2018 16:00,11.4.2018 17:00,40.62
11.4.2018 14:00,11.4.2018 15:00,11.4.2018 17:00,11.4.2018 18:00,40.89
11.4.2018 15:00,11.4.2018 16:00,11.4.2018 18:00,11.4.2018 19:00,40.95
11.4.2018 16:00,11.4.2018 17:00,11.4.2018 19:00,11.4.2018 20:00,41.21
11.4.2018 17:00,11.4.2018 18:00,11.4.2018 20:00,11.4.2018 21:00,41.57
11.4.2018 18:00,11.4.2018 19:00,11.4.2018 21:00,11.4.2018 22:00,41.68
11.4.2018 19:00,11.4.2018 20:00,11.4.2018 22:00,11.4.2018 23:00,41.09
11.4.2018 20:00,11.4.2018 21:00,11.4.2018 23:00,12.4.2018 0:00,40.2
11.4.2018 21:00,11.4.2018 22:00,12.4.2018 0:00,12.4.2018 1:00,39.32
11.4.2018 22:00,11.4.2018 23:00,12.4.2018 1:00,12.4.2018 2:00,39.64
11.4.2018 23:00,12.4.2018 0:00,12.4.2018 2:00,12.4.2018 3:00,40.6
12.4.2018 0:00,12.4.2018 1:00,12.4.2018 3:00,12.4.2018 4:00,40.55
12.4.2018 1:00,12.4.2018 2:00,12.4.2018 4:00,12.4.2018 5:00,40.55
12.4.2018 2:00,12.4.2018 3:00,12.4.2018 5:00,12.4.2018 6:00,40.55
12.4.2018 3:00,12.4.2018 4:00,12.4.2018 6:00,12.4.2018 7:00,40.55
12.4.2018 4:00,12.4.2018 5:00,12.4.2018 7:00,12.4.2018 8:00,41.06
12.4.2018 5:00,12.4.2018 6:00,12.4.2018 8:00,12.4.2018 9:00,44.74
12.4.2018 6:00,12.4.2018 7:00,12.4.2018 9:00,12.4.2018 10:00,49.99
12.4.2018 7:00,12.4.2018 8:00,12.4.2018 10:00,12.4.2018 11:00,44.73
12.4.2018 8:00,12.4.2018 9:00,12.4.2018 11:00,12.4.2018 12:00,43.53
12.4.2018 9:00,12.4.2018 10:00,12.4.2018 12:00,12.4.2018 13:00,41.08
12.4.2018 10:00,12.4.2018 11:00,12.4.2018 13:00,12.4.2018 14:00,40.72
12.4.2018 11:00,12.4.2018 12:00,12.4.2018 14:00,12.4.2018 15:00,40.45
12.4.2018 12:00,12.4.2018 13:00,12.4.2018 15:00,12.4.2018 16:00,39.6
12.4.2018 13:00,12.4.2018 14:00,12.4.2018 16:00,12.4.2018 17:00,39.51
12.4.2018 14:00,12.4.2018 15:00,12.4.2018 17:00,12.4.2018 18:00,39.56
12.4.2018 15:00,12.4.2018 16:00,12.4.2018 18:00,12.4.2018 19:00,39.63
12.4.2018 16:00,12.4.2018 17:00,12.4.2018 19:00,12.4.2018 20:00,39.66
12.4.2018 17:00,12.4.2018 18:00,12.4.2018 20:00,12.4.2018 21:00,40.11
12.4.2018 18:00,12.4.2018 19:00,12.4.2018 21:00,12.4.2018 22:00,39.84
12.4.2018 19:00,12.4.2018 20:00,12.4.2018 22:00,12.4.2018 23:00,39.54
12.4.2018 20:00,12.4.2018 21:00,12.4.2018 23:00,13.4.2018 0:00,39.32
12.4.2018 21:00,12.4.2018 22:00,13.4.2018 0:00,13.4.2018 1:00,38.93
12.4.2018 22:00,12.4.2018 23:00,13.4.2018 1:00,13.4.2018 2:00,38.69
12.4.2018 23:00,13.4.2018 0:00,13.4.2018 2:00,13.4.2018 3:00,38.36
13.4.2018 0:00,13.4.2018 1:00,13.4.2018 3:00,13.4.2018 4:00,38.31
13.4.2018 1:00,13.4.2018 2:00,13.4.2018 4:00,13.4.2018 5:00,38.52
13.4.2018 2:00,13.4.2018 3:00,13.4.2018 5:00,13.4.2018 6:00,38.52
13.4.2018 3:00,13.4.2018 4:00,13.4.2018 6:00,13.4.2018 7:00,39.15
13.4.2018 4:00,13.4.2018 5:00,13.4.2018 7:00,13.4.2018 8:00,40.81
13.4.2018 5:00,13.4.2018 6:00,13.4.2018 8:00,13.4.2018 9:00,43.85
13.4.2018 6:00,13.4.2018 7:00,13.4.2018 9:00,13.4.2018 10:00,48.65
13.4.2018 7:00,13.4.2018 8:00,13.4.2018 10:00,13.4.2018 11:00,45.06
13.4.2018 8:00,13.4.2018 9:00,13.4.2018 11:00,13.4.2018 12:00,41.95
13.4.2018 9:00,13.4.2018 10:00,13.4.2018 12:00,13.4.2018 13:00,40.48
13.4.2018 10:00,13.4.2018 11:00,13.4.2018 13:00,13.4.2018 14:00,39.66
13.4.2018 11:00,13.4.2018 12:00,13.4.2018 14:00,13.4.2018 15:00,40.1
13.4.2018 12:00,13.4.2018 13:00,13.4.2018 15:00,13.4.2018 16:00,40.1
13.4.2018 13:00,13.4.2018 14:00,13.4.2018 16:00,13.4.2018 17:00,38.54
13.4.2018 14:00,13.4.2018 15:00,13.4.2018 17:00,13.4.2018 18:00,38.96
13.4.2018 15:00,13.4.2018 16:00,13.4.2018 18:00,13.4.2018 19:00,39.47
13.4.2018 16:00,13.4.2018 17:00,13.4.2018 19:00,13.4.2018 20:00,39.6
13.4.2018 17:00,13.4.2018 18:00,13.4.2018 20:00,13.4.2018 21:00,39.66
13.4.2018 18:00,13.4.2018 19:00,13.4.2018 21:00,13.4.2018 22:00,39.48
13.4.2018 19:00,13.4.2018 20:00,13.4.2018 22:00,13.4.2018 23:00,39.41
13.4.2018 20:00,13.4.2018 21:00,13.4.2018 23:00,14.4.2018 0:00,39.01
13.4.2018 21:00,13.4.2018 22:00,14.4.2018 0:00,14.4.2018 1:00,37.72
13.4.2018 22:00,13.4.2018 23:00,14.4.2018 1:00,14.4.2018 2:00,31.64
13.4.2018 23:00,14.4.2018 0:00,14.4.2018 2:00,14.4.2018 3:00,29.2
