Start time UTC,End time UTC,Start time UTC+03:00,End time UTC+03:00,Down-regulation price in the Balancing energy market
2018-02-12 10:00:00,2018-02-12 11:00:00,2018-02-12 13:00:00,2018-02-12 14:00:00,46.01
2018-02-12 11:00:00,2018-02-12 12:00:00,2018-02-12 14:00:00,2018-02-12 15:00:00,37.68
2018-02-12 12:00:00,2018-02-12 13:00:00,2018-02-12 15:00:00,2018-02-12 16:00:00,46.02
2018-02-12 13:00:00,2018-02-12 14:00:00,2018-02-12 16:00:00,2018-02-12 17:00:00,46.05
2018-02-12 14:00:00,2018-02-12 15:00:00,2018-02-12 17:00:00,2018-02-12 18:00:00,44.68
2018-02-12 15:00:00,2018-02-12 16:00:00,2018-02-12 18:00:00,2018-02-12 19:00:00,47.03
2018-02-12 16:00:00,2018-02-12 17:00:00,2018-02-12 19:00:00,2018-02-12 20:00:00,31.0
2018-02-12 17:00:00,2018-02-12 18:00:00,2018-02-12 20:00:00,2018-02-12 21:00:00,31.0
2018-02-12 18:00:00,2018-02-12 19:00:00,2018-02-12 21:00:00,2018-02-12 22:00:00,33.98
2018-02-12 19:00:00,2018-02-12 20:00:00,2018-02-12 22:00:00,2018-02-12 23:00:00,32.44
2018-02-12 20:00:00,2018-02-12 21:00:00,2018-02-12 23:00:00,2018-02-13 00:00:00,31.92
2018-02-12 21:00:00,2018-02-12 22:00:00,2018-02-13 00:00:00,2018-02-13 01:00:00,31.1
2018-02-12 22:00:00,2018-02-12 23:00:00,2018-02-13 01:00:00,2018-02-13 02:00:00,30.96
2018-02-12 23:00:00,2018-02-13 00:00:00,2018-02-13 02:00:00,2018-02-13 03:00:00,30.79
2018-02-13 00:00:00,2018-02-13 01:00:00,2018-02-13 03:00:00,2018-02-13 04:00:00,30.57
2018-02-13 01:00:00,2018-02-13 02:00:00,2018-02-13 04:00:00,2018-02-13 05:00:00,30.5
2018-02-13 02:00:00,2018-02-13 03:00:00,2018-02-13 05:00:00,2018-02-13 06:00:00,30.78
2018-02-13 03:00:00,2018-02-13 04:00:00,2018-02-13 06:00:00,2018-02-13 07:00:00,31.08
2018-02-13 04:00:00,2018-02-13 05:00:00,2018-02-13 07:00:00,2018-02-13 08:00:00,32.68
2018-02-13 05:00:00,2018-02-13 06:00:00,2018-02-13 08:00:00,2018-02-13 09:00:00,30.75
2018-02-13 06:00:00,2018-02-13 07:00:00,2018-02-13 09:00:00,2018-02-13 10:00:00,45.49
2018-02-13 07:00:00,2018-02-13 08:00:00,2018-02-13 10:00:00,2018-02-13 11:00:00,47.45
2018-02-13 08:00:00,2018-02-13 09:00:00,2018-02-13 11:00:00,2018-02-13 12:00:00,46.41
2018-02-13 09:00:00,2018-02-13 10:00:00,2018-02-13 12:00:00,2018-02-13 13:00:00,42.6
2018-02-13 10:00:00,2018-02-13 11:00:00,2018-02-13 13:00:00,2018-02-13 14:00:00,37.08
2018-02-13 11:00:00,2018-02-13 12:00:00,2018-02-13 14:00:00,2018-02-13 15:00:00,34.5
2018-02-13 12:00:00,2018-02-13 13:00:00,2018-02-13 15:00:00,2018-02-13 16:00:00,34.06
2018-02-13 13:00:00,2018-02-13 14:00:00,2018-02-13 16:00:00,2018-02-13 17:00:00,35.95
2018-02-13 14:00:00,2018-02-13 15:00:00,2018-02-13 17:00:00,2018-02-13 18:00:00,31.25
2018-02-13 15:00:00,2018-02-13 16:00:00,2018-02-13 18:00:00,2018-02-13 19:00:00,31.26
2018-02-13 16:00:00,2018-02-13 17:00:00,2018-02-13 19:00:00,2018-02-13 20:00:00,31.26
2018-02-13 17:00:00,2018-02-13 18:00:00,2018-02-13 20:00:00,2018-02-13 21:00:00,52.64
2018-02-13 18:00:00,2018-02-13 19:00:00,2018-02-13 21:00:00,2018-02-13 22:00:00,38.67
2018-02-13 19:00:00,2018-02-13 20:00:00,2018-02-13 22:00:00,2018-02-13 23:00:00,33.55
2018-02-13 20:00:00,2018-02-13 21:00:00,2018-02-13 23:00:00,2018-02-14 00:00:00,33.1
2018-02-13 21:00:00,2018-02-13 22:00:00,2018-02-14 00:00:00,2018-02-14 01:00:00,32.23
2018-02-13 22:00:00,2018-02-13 23:00:00,2018-02-14 01:00:00,2018-02-14 02:00:00,31.18
2018-02-13 23:00:00,2018-02-14 00:00:00,2018-02-14 02:00:00,2018-02-14 03:00:00,32.06
2018-02-14 00:00:00,2018-02-14 01:00:00,2018-02-14 03:00:00,2018-02-14 04:00:00,31.71
2018-02-14 01:00:00,2018-02-14 02:00:00,2018-02-14 04:00:00,2018-02-14 05:00:00,31.52
2018-02-14 02:00:00,2018-02-14 03:00:00,2018-02-14 05:00:00,2018-02-14 06:00:00,31.59
2018-02-14 03:00:00,2018-02-14 04:00:00,2018-02-14 06:00:00,2018-02-14 07:00:00,32.43
2018-02-14 04:00:00,2018-02-14 05:00:00,2018-02-14 07:00:00,2018-02-14 08:00:00,33.63
2018-02-14 05:00:00,2018-02-14 06:00:00,2018-02-14 08:00:00,2018-02-14 09:00:00,41.79
2018-02-14 06:00:00,2018-02-14 07:00:00,2018-02-14 09:00:00,2018-02-14 10:00:00,34.6
2018-02-14 07:00:00,2018-02-14 08:00:00,2018-02-14 10:00:00,2018-02-14 11:00:00,37.86
2018-02-14 08:00:00,2018-02-14 09:00:00,2018-02-14 11:00:00,2018-02-14 12:00:00,29.75
2018-02-14 09:00:00,2018-02-14 10:00:00,2018-02-14 12:00:00,2018-02-14 13:00:00,29.2
2018-02-14 10:00:00,2018-02-14 11:00:00,2018-02-14 13:00:00,2018-02-14 14:00:00,27.9
2018-02-14 11:00:00,2018-02-14 12:00:00,2018-02-14 14:00:00,2018-02-14 15:00:00,27.69
2018-02-14 12:00:00,2018-02-14 13:00:00,2018-02-14 15:00:00,2018-02-14 16:00:00,26.67
2018-02-14 13:00:00,2018-02-14 14:00:00,2018-02-14 16:00:00,2018-02-14 17:00:00,25.64
2018-02-14 14:00:00,2018-02-14 15:00:00,2018-02-14 17:00:00,2018-02-14 18:00:00,25.64
2018-02-14 15:00:00,2018-02-14 16:00:00,2018-02-14 18:00:00,2018-02-14 19:00:00,27.0
2018-02-14 16:00:00,2018-02-14 17:00:00,2018-02-14 19:00:00,2018-02-14 20:00:00,27.7
2018-02-14 17:00:00,2018-02-14 18:00:00,2018-02-14 20:00:00,2018-02-14 21:00:00,27.7
2018-02-14 18:00:00,2018-02-14 19:00:00,2018-02-14 21:00:00,2018-02-14 22:00:00,27.7
2018-02-14 19:00:00,2018-02-14 20:00:00,2018-02-14 22:00:00,2018-02-14 23:00:00,27.69
2018-02-14 20:00:00,2018-02-14 21:00:00,2018-02-14 23:00:00,2018-02-15 00:00:00,26.7
2018-02-14 21:00:00,2018-02-14 22:00:00,2018-02-15 00:00:00,2018-02-15 01:00:00,26.67
2018-02-14 22:00:00,2018-02-14 23:00:00,2018-02-15 01:00:00,2018-02-15 02:00:00,21.54
2018-02-14 23:00:00,2018-02-15 00:00:00,2018-02-15 02:00:00,2018-02-15 03:00:00,21.0
2018-02-15 00:00:00,2018-02-15 01:00:00,2018-02-15 03:00:00,2018-02-15 04:00:00,24.0
2018-02-15 01:00:00,2018-02-15 02:00:00,2018-02-15 04:00:00,2018-02-15 05:00:00,23.65
2018-02-15 02:00:00,2018-02-15 03:00:00,2018-02-15 05:00:00,2018-02-15 06:00:00,22.5
2018-02-15 03:00:00,2018-02-15 04:00:00,2018-02-15 06:00:00,2018-02-15 07:00:00,22.5
2018-02-15 04:00:00,2018-02-15 05:00:00,2018-02-15 07:00:00,2018-02-15 08:00:00,25.71
2018-02-15 05:00:00,2018-02-15 06:00:00,2018-02-15 08:00:00,2018-02-15 09:00:00,27.2
2018-02-15 06:00:00,2018-02-15 07:00:00,2018-02-15 09:00:00,2018-02-15 10:00:00,41.91
2018-02-15 07:00:00,2018-02-15 08:00:00,2018-02-15 10:00:00,2018-02-15 11:00:00,30.5
2018-02-15 08:00:00,2018-02-15 09:00:00,2018-02-15 11:00:00,2018-02-15 12:00:00,29.31
2018-02-15 09:00:00,2018-02-15 10:00:00,2018-02-15 12:00:00,2018-02-15 13:00:00,29.31
2018-02-15 10:00:00,2018-02-15 11:00:00,2018-02-15 13:00:00,2018-02-15 14:00:00,27.5
2018-02-15 11:00:00,2018-02-15 12:00:00,2018-02-15 14:00:00,2018-02-15 15:00:00,27.5
2018-02-15 12:00:00,2018-02-15 13:00:00,2018-02-15 15:00:00,2018-02-15 16:00:00,27.5
2018-02-15 13:00:00,2018-02-15 14:00:00,2018-02-15 16:00:00,2018-02-15 17:00:00,27.77
2018-02-15 14:00:00,2018-02-15 15:00:00,2018-02-15 17:00:00,2018-02-15 18:00:00,28.0
2018-02-15 15:00:00,2018-02-15 16:00:00,2018-02-15 18:00:00,2018-02-15 19:00:00,27.8
2018-02-15 16:00:00,2018-02-15 17:00:00,2018-02-15 19:00:00,2018-02-15 20:00:00,28.8
2018-02-15 17:00:00,2018-02-15 18:00:00,2018-02-15 20:00:00,2018-02-15 21:00:00,29.83
2018-02-15 18:00:00,2018-02-15 19:00:00,2018-02-15 21:00:00,2018-02-15 22:00:00,29.83
2018-02-15 19:00:00,2018-02-15 20:00:00,2018-02-15 22:00:00,2018-02-15 23:00:00,29.83
2018-02-15 20:00:00,2018-02-15 21:00:00,2018-02-15 23:00:00,2018-02-16 00:00:00,29.83
2018-02-15 21:00:00,2018-02-15 22:00:00,2018-02-16 00:00:00,2018-02-16 01:00:00,29.83
2018-02-15 22:00:00,2018-02-15 23:00:00,2018-02-16 01:00:00,2018-02-16 02:00:00,32.15
2018-02-15 23:00:00,2018-02-16 00:00:00,2018-02-16 02:00:00,2018-02-16 03:00:00,32.05
2018-02-16 00:00:00,2018-02-16 01:00:00,2018-02-16 03:00:00,2018-02-16 04:00:00,31.86
2018-02-16 01:00:00,2018-02-16 02:00:00,2018-02-16 04:00:00,2018-02-16 05:00:00,31.78
2018-02-16 02:00:00,2018-02-16 03:00:00,2018-02-16 05:00:00,2018-02-16 06:00:00,31.51
2018-02-16 03:00:00,2018-02-16 04:00:00,2018-02-16 06:00:00,2018-02-16 07:00:00,31.99
2018-02-16 04:00:00,2018-02-16 05:00:00,2018-02-16 07:00:00,2018-02-16 08:00:00,36.11
2018-02-16 05:00:00,2018-02-16 06:00:00,2018-02-16 08:00:00,2018-02-16 09:00:00,41.0
2018-02-16 06:00:00,2018-02-16 07:00:00,2018-02-16 09:00:00,2018-02-16 10:00:00,45.2
2018-02-16 07:00:00,2018-02-16 08:00:00,2018-02-16 10:00:00,2018-02-16 11:00:00,33.9
2018-02-16 08:00:00,2018-02-16 09:00:00,2018-02-16 11:00:00,2018-02-16 12:00:00,33.93
2018-02-16 09:00:00,2018-02-16 10:00:00,2018-02-16 12:00:00,2018-02-16 13:00:00,35.32
2018-02-16 10:00:00,2018-02-16 11:00:00,2018-02-16 13:00:00,2018-02-16 14:00:00,44.07
2018-02-16 11:00:00,2018-02-16 12:00:00,2018-02-16 14:00:00,2018-02-16 15:00:00,41.67
2018-02-16 12:00:00,2018-02-16 13:00:00,2018-02-16 15:00:00,2018-02-16 16:00:00,44.04
2018-02-16 13:00:00,2018-02-16 14:00:00,2018-02-16 16:00:00,2018-02-16 17:00:00,44.05
2018-02-16 14:00:00,2018-02-16 15:00:00,2018-02-16 17:00:00,2018-02-16 18:00:00,43.33
2018-02-16 15:00:00,2018-02-16 16:00:00,2018-02-16 18:00:00,2018-02-16 19:00:00,32.91
2018-02-16 16:00:00,2018-02-16 17:00:00,2018-02-16 19:00:00,2018-02-16 20:00:00,34.9
2018-02-16 17:00:00,2018-02-16 18:00:00,2018-02-16 20:00:00,2018-02-16 21:00:00,34.9
2018-02-16 18:00:00,2018-02-16 19:00:00,2018-02-16 21:00:00,2018-02-16 22:00:00,34.9
2018-02-16 19:00:00,2018-02-16 20:00:00,2018-02-16 22:00:00,2018-02-16 23:00:00,35.81
2018-02-16 20:00:00,2018-02-16 21:00:00,2018-02-16 23:00:00,2018-02-17 00:00:00,34.92
2018-02-16 21:00:00,2018-02-16 22:00:00,2018-02-17 00:00:00,2018-02-17 01:00:00,33.57
2018-02-16 22:00:00,2018-02-16 23:00:00,2018-02-17 01:00:00,2018-02-17 02:00:00,32.96
2018-02-16 23:00:00,2018-02-17 00:00:00,2018-02-17 02:00:00,2018-02-17 03:00:00,31.98
2018-02-17 00:00:00,2018-02-17 01:00:00,2018-02-17 03:00:00,2018-02-17 04:00:00,31.98
2018-02-17 01:00:00,2018-02-17 02:00:00,2018-02-17 04:00:00,2018-02-17 05:00:00,33.97
2018-02-17 02:00:00,2018-02-17 03:00:00,2018-02-17 05:00:00,2018-02-17 06:00:00,33.61
2018-02-17 03:00:00,2018-02-17 04:00:00,2018-02-17 06:00:00,2018-02-17 07:00:00,33.62
2018-02-17 04:00:00,2018-02-17 05:00:00,2018-02-17 07:00:00,2018-02-17 08:00:00,33.86
2018-02-17 05:00:00,2018-02-17 06:00:00,2018-02-17 08:00:00,2018-02-17 09:00:00,34.59
2018-02-17 06:00:00,2018-02-17 07:00:00,2018-02-17 09:00:00,2018-02-17 10:00:00,35.49
2018-02-17 07:00:00,2018-02-17 08:00:00,2018-02-17 10:00:00,2018-02-17 11:00:00,33.01
2018-02-17 08:00:00,2018-02-17 09:00:00,2018-02-17 11:00:00,2018-02-17 12:00:00,40.66
2018-02-17 09:00:00,2018-02-17 10:00:00,2018-02-17 12:00:00,2018-02-17 13:00:00,44.6
2018-02-17 10:00:00,2018-02-17 11:00:00,2018-02-17 13:00:00,2018-02-17 14:00:00,33.52
2018-02-17 11:00:00,2018-02-17 12:00:00,2018-02-17 14:00:00,2018-02-17 15:00:00,33.01
2018-02-17 12:00:00,2018-02-17 13:00:00,2018-02-17 15:00:00,2018-02-17 16:00:00,31.98
2018-02-17 13:00:00,2018-02-17 14:00:00,2018-02-17 16:00:00,2018-02-17 17:00:00,32.5
2018-02-17 14:00:00,2018-02-17 15:00:00,2018-02-17 17:00:00,2018-02-17 18:00:00,32.5
2018-02-17 15:00:00,2018-02-17 16:00:00,2018-02-17 18:00:00,2018-02-17 19:00:00,33.52
2018-02-17 16:00:00,2018-02-17 17:00:00,2018-02-17 19:00:00,2018-02-17 20:00:00,44.99
2018-02-17 17:00:00,2018-02-17 18:00:00,2018-02-17 20:00:00,2018-02-17 21:00:00,49.77
2018-02-17 18:00:00,2018-02-17 19:00:00,2018-02-17 21:00:00,2018-02-17 22:00:00,31.98
2018-02-17 19:00:00,2018-02-17 20:00:00,2018-02-17 22:00:00,2018-02-17 23:00:00,31.98
2018-02-17 20:00:00,2018-02-17 21:00:00,2018-02-17 23:00:00,2018-02-18 00:00:00,31.98
2018-02-17 21:00:00,2018-02-17 22:00:00,2018-02-18 00:00:00,2018-02-18 01:00:00,31.98
2018-02-17 22:00:00,2018-02-17 23:00:00,2018-02-18 01:00:00,2018-02-18 02:00:00,31.98
2018-02-17 23:00:00,2018-02-18 00:00:00,2018-02-18 02:00:00,2018-02-18 03:00:00,32.0
2018-02-18 00:00:00,2018-02-18 01:00:00,2018-02-18 03:00:00,2018-02-18 04:00:00,32.0
2018-02-18 01:00:00,2018-02-18 02:00:00,2018-02-18 04:00:00,2018-02-18 05:00:00,32.0
2018-02-18 02:00:00,2018-02-18 03:00:00,2018-02-18 05:00:00,2018-02-18 06:00:00,31.04
2018-02-18 03:00:00,2018-02-18 04:00:00,2018-02-18 06:00:00,2018-02-18 07:00:00,30.6
2018-02-18 04:00:00,2018-02-18 05:00:00,2018-02-18 07:00:00,2018-02-18 08:00:00,29.48
2018-02-18 05:00:00,2018-02-18 06:00:00,2018-02-18 08:00:00,2018-02-18 09:00:00,29.48
2018-02-18 06:00:00,2018-02-18 07:00:00,2018-02-18 09:00:00,2018-02-18 10:00:00,28.97
2018-02-18 07:00:00,2018-02-18 08:00:00,2018-02-18 10:00:00,2018-02-18 11:00:00,28.97
2018-02-18 08:00:00,2018-02-18 09:00:00,2018-02-18 11:00:00,2018-02-18 12:00:00,30.2
2018-02-18 09:00:00,2018-02-18 10:00:00,2018-02-18 12:00:00,2018-02-18 13:00:00,35.75
2018-02-18 10:00:00,2018-02-18 11:00:00,2018-02-18 13:00:00,2018-02-18 14:00:00,31.5
2018-02-18 11:00:00,2018-02-18 12:00:00,2018-02-18 14:00:00,2018-02-18 15:00:00,31.04
2018-02-18 12:00:00,2018-02-18 13:00:00,2018-02-18 15:00:00,2018-02-18 16:00:00,31.04
2018-02-18 13:00:00,2018-02-18 14:00:00,2018-02-18 16:00:00,2018-02-18 17:00:00,31.04
2018-02-18 14:00:00,2018-02-18 15:00:00,2018-02-18 17:00:00,2018-02-18 18:00:00,31.04
2018-02-18 15:00:00,2018-02-18 16:00:00,2018-02-18 18:00:00,2018-02-18 19:00:00,31.5
2018-02-18 16:00:00,2018-02-18 17:00:00,2018-02-18 19:00:00,2018-02-18 20:00:00,33.11
2018-02-18 17:00:00,2018-02-18 18:00:00,2018-02-18 20:00:00,2018-02-18 21:00:00,47.45
2018-02-18 18:00:00,2018-02-18 19:00:00,2018-02-18 21:00:00,2018-02-18 22:00:00,44.04
2018-02-18 19:00:00,2018-02-18 20:00:00,2018-02-18 22:00:00,2018-02-18 23:00:00,40.0
2018-02-18 20:00:00,2018-02-18 21:00:00,2018-02-18 23:00:00,2018-02-19 00:00:00,31.04
2018-02-18 21:00:00,2018-02-18 22:00:00,2018-02-19 00:00:00,2018-02-19 01:00:00,31.04
2018-02-18 22:00:00,2018-02-18 23:00:00,2018-02-19 01:00:00,2018-02-19 02:00:00,29.0
2018-02-18 23:00:00,2018-02-19 00:00:00,2018-02-19 02:00:00,2018-02-19 03:00:00,28.97
2018-02-19 00:00:00,2018-02-19 01:00:00,2018-02-19 03:00:00,2018-02-19 04:00:00,29.0
2018-02-19 01:00:00,2018-02-19 02:00:00,2018-02-19 04:00:00,2018-02-19 05:00:00,30.0
2018-02-19 02:00:00,2018-02-19 03:00:00,2018-02-19 05:00:00,2018-02-19 06:00:00,33.94
2018-02-19 03:00:00,2018-02-19 04:00:00,2018-02-19 06:00:00,2018-02-19 07:00:00,35.07
2018-02-19 04:00:00,2018-02-19 05:00:00,2018-02-19 07:00:00,2018-02-19 08:00:00,43.48
2018-02-19 05:00:00,2018-02-19 06:00:00,2018-02-19 08:00:00,2018-02-19 09:00:00,50.05
2018-02-19 06:00:00,2018-02-19 07:00:00,2018-02-19 09:00:00,2018-02-19 10:00:00,57.95
2018-02-19 07:00:00,2018-02-19 08:00:00,2018-02-19 10:00:00,2018-02-19 11:00:00,61.28
2018-02-19 08:00:00,2018-02-19 09:00:00,2018-02-19 11:00:00,2018-02-19 12:00:00,67.91
2018-02-19 09:00:00,2018-02-19 10:00:00,2018-02-19 12:00:00,2018-02-19 13:00:00,67.04
2018-02-19 10:00:00,2018-02-19 11:00:00,2018-02-19 13:00:00,2018-02-19 14:00:00,58.11
2018-02-19 11:00:00,2018-02-19 12:00:00,2018-02-19 14:00:00,2018-02-19 15:00:00,54.24
2018-02-19 12:00:00,2018-02-19 13:00:00,2018-02-19 15:00:00,2018-02-19 16:00:00,52.67
2018-02-19 13:00:00,2018-02-19 14:00:00,2018-02-19 16:00:00,2018-02-19 17:00:00,58.42
2018-02-19 14:00:00,2018-02-19 15:00:00,2018-02-19 17:00:00,2018-02-19 18:00:00,44.3
2018-02-19 15:00:00,2018-02-19 16:00:00,2018-02-19 18:00:00,2018-02-19 19:00:00,41.45
2018-02-19 16:00:00,2018-02-19 17:00:00,2018-02-19 19:00:00,2018-02-19 20:00:00,41.0
2018-02-19 17:00:00,2018-02-19 18:00:00,2018-02-19 20:00:00,2018-02-19 21:00:00,67.84
2018-02-19 18:00:00,2018-02-19 19:00:00,2018-02-19 21:00:00,2018-02-19 22:00:00,54.39
2018-02-19 19:00:00,2018-02-19 20:00:00,2018-02-19 22:00:00,2018-02-19 23:00:00,43.3
2018-02-19 20:00:00,2018-02-19 21:00:00,2018-02-19 23:00:00,2018-02-20 00:00:00,42.0
2018-02-19 21:00:00,2018-02-19 22:00:00,2018-02-20 00:00:00,2018-02-20 01:00:00,38.12
2018-02-19 22:00:00,2018-02-19 23:00:00,2018-02-20 01:00:00,2018-02-20 02:00:00,35.77
2018-02-19 23:00:00,2018-02-20 00:00:00,2018-02-20 02:00:00,2018-02-20 03:00:00,37.27
2018-02-20 00:00:00,2018-02-20 01:00:00,2018-02-20 03:00:00,2018-02-20 04:00:00,36.43
2018-02-20 01:00:00,2018-02-20 02:00:00,2018-02-20 04:00:00,2018-02-20 05:00:00,36.06
2018-02-20 02:00:00,2018-02-20 03:00:00,2018-02-20 05:00:00,2018-02-20 06:00:00,35.65
2018-02-20 03:00:00,2018-02-20 04:00:00,2018-02-20 06:00:00,2018-02-20 07:00:00,36.95
2018-02-20 04:00:00,2018-02-20 05:00:00,2018-02-20 07:00:00,2018-02-20 08:00:00,50.04
2018-02-20 05:00:00,2018-02-20 06:00:00,2018-02-20 08:00:00,2018-02-20 09:00:00,79.99
2018-02-20 06:00:00,2018-02-20 07:00:00,2018-02-20 09:00:00,2018-02-20 10:00:00,74.7
2018-02-20 07:00:00,2018-02-20 08:00:00,2018-02-20 10:00:00,2018-02-20 11:00:00,61.92
2018-02-20 08:00:00,2018-02-20 09:00:00,2018-02-20 11:00:00,2018-02-20 12:00:00,62.83
2018-02-20 09:00:00,2018-02-20 10:00:00,2018-02-20 12:00:00,2018-02-20 13:00:00,59.89
2018-02-20 10:00:00,2018-02-20 11:00:00,2018-02-20 13:00:00,2018-02-20 14:00:00,56.1
2018-02-20 11:00:00,2018-02-20 12:00:00,2018-02-20 14:00:00,2018-02-20 15:00:00,38.29
2018-02-20 12:00:00,2018-02-20 13:00:00,2018-02-20 15:00:00,2018-02-20 16:00:00,38.29
2018-02-20 13:00:00,2018-02-20 14:00:00,2018-02-20 16:00:00,2018-02-20 17:00:00,42.0
2018-02-20 14:00:00,2018-02-20 15:00:00,2018-02-20 17:00:00,2018-02-20 18:00:00,56.78
2018-02-20 15:00:00,2018-02-20 16:00:00,2018-02-20 18:00:00,2018-02-20 19:00:00,60.08
2018-02-20 16:00:00,2018-02-20 17:00:00,2018-02-20 19:00:00,2018-02-20 20:00:00,76.2
2018-02-20 17:00:00,2018-02-20 18:00:00,2018-02-20 20:00:00,2018-02-20 21:00:00,71.27
2018-02-20 18:00:00,2018-02-20 19:00:00,2018-02-20 21:00:00,2018-02-20 22:00:00,58.19
2018-02-20 19:00:00,2018-02-20 20:00:00,2018-02-20 22:00:00,2018-02-20 23:00:00,46.93
2018-02-20 20:00:00,2018-02-20 21:00:00,2018-02-20 23:00:00,2018-02-21 00:00:00,42.89
2018-02-20 21:00:00,2018-02-20 22:00:00,2018-02-21 00:00:00,2018-02-21 01:00:00,40.84
2018-02-20 22:00:00,2018-02-20 23:00:00,2018-02-21 01:00:00,2018-02-21 02:00:00,37.41
2018-02-20 23:00:00,2018-02-21 00:00:00,2018-02-21 02:00:00,2018-02-21 03:00:00,37.46
2018-02-21 00:00:00,2018-02-21 01:00:00,2018-02-21 03:00:00,2018-02-21 04:00:00,37.05
2018-02-21 01:00:00,2018-02-21 02:00:00,2018-02-21 04:00:00,2018-02-21 05:00:00,36.78
2018-02-21 02:00:00,2018-02-21 03:00:00,2018-02-21 05:00:00,2018-02-21 06:00:00,36.64
2018-02-21 03:00:00,2018-02-21 04:00:00,2018-02-21 06:00:00,2018-02-21 07:00:00,37.33
2018-02-21 04:00:00,2018-02-21 05:00:00,2018-02-21 07:00:00,2018-02-21 08:00:00,60.01
2018-02-21 05:00:00,2018-02-21 06:00:00,2018-02-21 08:00:00,2018-02-21 09:00:00,62.22
2018-02-21 06:00:00,2018-02-21 07:00:00,2018-02-21 09:00:00,2018-02-21 10:00:00,74.96
2018-02-21 07:00:00,2018-02-21 08:00:00,2018-02-21 10:00:00,2018-02-21 11:00:00,67.38
2018-02-21 08:00:00,2018-02-21 09:00:00,2018-02-21 11:00:00,2018-02-21 12:00:00,72.48
2018-02-21 09:00:00,2018-02-21 10:00:00,2018-02-21 12:00:00,2018-02-21 13:00:00,84.2
2018-02-21 10:00:00,2018-02-21 11:00:00,2018-02-21 13:00:00,2018-02-21 14:00:00,56.45
2018-02-21 11:00:00,2018-02-21 12:00:00,2018-02-21 14:00:00,2018-02-21 15:00:00,37.5
2018-02-21 12:00:00,2018-02-21 13:00:00,2018-02-21 15:00:00,2018-02-21 16:00:00,51.36
2018-02-21 13:00:00,2018-02-21 14:00:00,2018-02-21 16:00:00,2018-02-21 17:00:00,43.1
2018-02-21 14:00:00,2018-02-21 15:00:00,2018-02-21 17:00:00,2018-02-21 18:00:00,42.3
2018-02-21 15:00:00,2018-02-21 16:00:00,2018-02-21 18:00:00,2018-02-21 19:00:00,60.03
2018-02-21 16:00:00,2018-02-21 17:00:00,2018-02-21 19:00:00,2018-02-21 20:00:00,67.96
2018-02-21 17:00:00,2018-02-21 18:00:00,2018-02-21 20:00:00,2018-02-21 21:00:00,67.32
2018-02-21 18:00:00,2018-02-21 19:00:00,2018-02-21 21:00:00,2018-02-21 22:00:00,49.0
2018-02-21 19:00:00,2018-02-21 20:00:00,2018-02-21 22:00:00,2018-02-21 23:00:00,46.3
2018-02-21 20:00:00,2018-02-21 21:00:00,2018-02-21 23:00:00,2018-02-22 00:00:00,43.97
2018-02-21 21:00:00,2018-02-21 22:00:00,2018-02-22 00:00:00,2018-02-22 01:00:00,39.89
2018-02-21 22:00:00,2018-02-21 23:00:00,2018-02-22 01:00:00,2018-02-22 02:00:00,37.28
2018-02-21 23:00:00,2018-02-22 00:00:00,2018-02-22 02:00:00,2018-02-22 03:00:00,39.17
2018-02-22 00:00:00,2018-02-22 01:00:00,2018-02-22 03:00:00,2018-02-22 04:00:00,38.31
2018-02-22 01:00:00,2018-02-22 02:00:00,2018-02-22 04:00:00,2018-02-22 05:00:00,37.95
2018-02-22 02:00:00,2018-02-22 03:00:00,2018-02-22 05:00:00,2018-02-22 06:00:00,38.04
2018-02-22 03:00:00,2018-02-22 04:00:00,2018-02-22 06:00:00,2018-02-22 07:00:00,39.05
2018-02-22 04:00:00,2018-02-22 05:00:00,2018-02-22 07:00:00,2018-02-22 08:00:00,39.8
2018-02-22 05:00:00,2018-02-22 06:00:00,2018-02-22 08:00:00,2018-02-22 09:00:00,53.01
2018-02-22 06:00:00,2018-02-22 07:00:00,2018-02-22 09:00:00,2018-02-22 10:00:00,67.99
2018-02-22 07:00:00,2018-02-22 08:00:00,2018-02-22 10:00:00,2018-02-22 11:00:00,67.97
2018-02-22 08:00:00,2018-02-22 09:00:00,2018-02-22 11:00:00,2018-02-22 12:00:00,62.57
2018-02-22 09:00:00,2018-02-22 10:00:00,2018-02-22 12:00:00,2018-02-22 13:00:00,57.91
2018-02-22 10:00:00,2018-02-22 11:00:00,2018-02-22 13:00:00,2018-02-22 14:00:00,48.0
2018-02-22 11:00:00,2018-02-22 12:00:00,2018-02-22 14:00:00,2018-02-22 15:00:00,40.0
2018-02-22 12:00:00,2018-02-22 13:00:00,2018-02-22 15:00:00,2018-02-22 16:00:00,37.78
2018-02-22 13:00:00,2018-02-22 14:00:00,2018-02-22 16:00:00,2018-02-22 17:00:00,37.26
2018-02-22 14:00:00,2018-02-22 15:00:00,2018-02-22 17:00:00,2018-02-22 18:00:00,37.26
2018-02-22 15:00:00,2018-02-22 16:00:00,2018-02-22 18:00:00,2018-02-22 19:00:00,37.78
2018-02-22 16:00:00,2018-02-22 17:00:00,2018-02-22 19:00:00,2018-02-22 20:00:00,38.3
2018-02-22 17:00:00,2018-02-22 18:00:00,2018-02-22 20:00:00,2018-02-22 21:00:00,42.0
2018-02-22 18:00:00,2018-02-22 19:00:00,2018-02-22 21:00:00,2018-02-22 22:00:00,39.0
