Start time UTC,End time UTC,Start time UTC+03:00,End time UTC+03:00,Down-regulation price in the Balancing energy market
2018-06-13 23:00:00,2018-06-14 00:00:00,2018-06-14 02:00:00,2018-06-14 03:00:00,40.81
2018-06-14 00:00:00,2018-06-14 01:00:00,2018-06-14 03:00:00,2018-06-14 04:00:00,37.1
2018-06-14 01:00:00,2018-06-14 02:00:00,2018-06-14 04:00:00,2018-06-14 05:00:00,37.1
2018-06-14 02:00:00,2018-06-14 03:00:00,2018-06-14 05:00:00,2018-06-14 06:00:00,37.1
2018-06-14 03:00:00,2018-06-14 04:00:00,2018-06-14 06:00:00,2018-06-14 07:00:00,39.22
2018-06-14 04:00:00,2018-06-14 05:00:00,2018-06-14 07:00:00,2018-06-14 08:00:00,41.87
2018-06-14 05:00:00,2018-06-14 06:00:00,2018-06-14 08:00:00,2018-06-14 09:00:00,46.2
2018-06-14 06:00:00,2018-06-14 07:00:00,2018-06-14 09:00:00,2018-06-14 10:00:00,46.12
2018-06-14 07:00:00,2018-06-14 08:00:00,2018-06-14 10:00:00,2018-06-14 11:00:00,48.4
2018-06-14 08:00:00,2018-06-14 09:00:00,2018-06-14 11:00:00,2018-06-14 12:00:00,43.99
2018-06-14 09:00:00,2018-06-14 10:00:00,2018-06-14 12:00:00,2018-06-14 13:00:00,46.0
2018-06-14 10:00:00,2018-06-14 11:00:00,2018-06-14 13:00:00,2018-06-14 14:00:00,47.0
2018-06-14 11:00:00,2018-06-14 12:00:00,2018-06-14 14:00:00,2018-06-14 15:00:00,69.03
2018-06-14 12:00:00,2018-06-14 13:00:00,2018-06-14 15:00:00,2018-06-14 16:00:00,69.04
2018-06-14 13:00:00,2018-06-14 14:00:00,2018-06-14 16:00:00,2018-06-14 17:00:00,53.78
2018-06-14 14:00:00,2018-06-14 15:00:00,2018-06-14 17:00:00,2018-06-14 18:00:00,40.28
2018-06-14 15:00:00,2018-06-14 16:00:00,2018-06-14 18:00:00,2018-06-14 19:00:00,40.28
2018-06-14 16:00:00,2018-06-14 17:00:00,2018-06-14 19:00:00,2018-06-14 20:00:00,60.03
2018-06-14 17:00:00,2018-06-14 18:00:00,2018-06-14 20:00:00,2018-06-14 21:00:00,58.88
2018-06-14 18:00:00,2018-06-14 19:00:00,2018-06-14 21:00:00,2018-06-14 22:00:00,40.28
2018-06-14 19:00:00,2018-06-14 20:00:00,2018-06-14 22:00:00,2018-06-14 23:00:00,40.28
2018-06-14 20:00:00,2018-06-14 21:00:00,2018-06-14 23:00:00,2018-06-15 00:00:00,42.4
2018-06-14 21:00:00,2018-06-14 22:00:00,2018-06-15 00:00:00,2018-06-15 01:00:00,40.81
2018-06-14 22:00:00,2018-06-14 23:00:00,2018-06-15 01:00:00,2018-06-15 02:00:00,40.06
2018-06-14 23:00:00,2018-06-15 00:00:00,2018-06-15 02:00:00,2018-06-15 03:00:00,38.75
2018-06-15 00:00:00,2018-06-15 01:00:00,2018-06-15 03:00:00,2018-06-15 04:00:00,22.72
2018-06-15 01:00:00,2018-06-15 02:00:00,2018-06-15 04:00:00,2018-06-15 05:00:00,20.61
2018-06-15 02:00:00,2018-06-15 03:00:00,2018-06-15 05:00:00,2018-06-15 06:00:00,21.14
2018-06-15 03:00:00,2018-06-15 04:00:00,2018-06-15 06:00:00,2018-06-15 07:00:00,34.87
2018-06-15 04:00:00,2018-06-15 05:00:00,2018-06-15 07:00:00,2018-06-15 08:00:00,42.0
2018-06-15 05:00:00,2018-06-15 06:00:00,2018-06-15 08:00:00,2018-06-15 09:00:00,51.28
2018-06-15 06:00:00,2018-06-15 07:00:00,2018-06-15 09:00:00,2018-06-15 10:00:00,54.06
2018-06-15 07:00:00,2018-06-15 08:00:00,2018-06-15 10:00:00,2018-06-15 11:00:00,53.87
2018-06-15 08:00:00,2018-06-15 09:00:00,2018-06-15 11:00:00,2018-06-15 12:00:00,51.7
2018-06-15 09:00:00,2018-06-15 10:00:00,2018-06-15 12:00:00,2018-06-15 13:00:00,50.49
2018-06-15 10:00:00,2018-06-15 11:00:00,2018-06-15 13:00:00,2018-06-15 14:00:00,50.47
2018-06-15 11:00:00,2018-06-15 12:00:00,2018-06-15 14:00:00,2018-06-15 15:00:00,44.91
2018-06-15 12:00:00,2018-06-15 13:00:00,2018-06-15 15:00:00,2018-06-15 16:00:00,42.1
2018-06-15 13:00:00,2018-06-15 14:00:00,2018-06-15 16:00:00,2018-06-15 17:00:00,42.2
2018-06-15 14:00:00,2018-06-15 15:00:00,2018-06-15 17:00:00,2018-06-15 18:00:00,42.27
2018-06-15 15:00:00,2018-06-15 16:00:00,2018-06-15 18:00:00,2018-06-15 19:00:00,42.27
2018-06-15 16:00:00,2018-06-15 17:00:00,2018-06-15 19:00:00,2018-06-15 20:00:00,45.0
2018-06-15 17:00:00,2018-06-15 18:00:00,2018-06-15 20:00:00,2018-06-15 21:00:00,44.35
2018-06-15 18:00:00,2018-06-15 19:00:00,2018-06-15 21:00:00,2018-06-15 22:00:00,40.5
2018-06-15 19:00:00,2018-06-15 20:00:00,2018-06-15 22:00:00,2018-06-15 23:00:00,41.4
2018-06-15 20:00:00,2018-06-15 21:00:00,2018-06-15 23:00:00,2018-06-16 00:00:00,42.8
2018-06-15 21:00:00,2018-06-15 22:00:00,2018-06-16 00:00:00,2018-06-16 01:00:00,43.56
2018-06-15 22:00:00,2018-06-15 23:00:00,2018-06-16 01:00:00,2018-06-16 02:00:00,43.92
2018-06-15 23:00:00,2018-06-16 00:00:00,2018-06-16 02:00:00,2018-06-16 03:00:00,41.65
2018-06-16 00:00:00,2018-06-16 01:00:00,2018-06-16 03:00:00,2018-06-16 04:00:00,35.53
2018-06-16 01:00:00,2018-06-16 02:00:00,2018-06-16 04:00:00,2018-06-16 05:00:00,35.53
2018-06-16 02:00:00,2018-06-16 03:00:00,2018-06-16 05:00:00,2018-06-16 06:00:00,35.53
2018-06-16 03:00:00,2018-06-16 04:00:00,2018-06-16 06:00:00,2018-06-16 07:00:00,41.28
2018-06-16 04:00:00,2018-06-16 05:00:00,2018-06-16 07:00:00,2018-06-16 08:00:00,42.04
2018-06-16 05:00:00,2018-06-16 06:00:00,2018-06-16 08:00:00,2018-06-16 09:00:00,43.72
2018-06-16 06:00:00,2018-06-16 07:00:00,2018-06-16 09:00:00,2018-06-16 10:00:00,45.83
2018-06-16 07:00:00,2018-06-16 08:00:00,2018-06-16 10:00:00,2018-06-16 11:00:00,46.4
2018-06-16 08:00:00,2018-06-16 09:00:00,2018-06-16 11:00:00,2018-06-16 12:00:00,46.61
2018-06-16 09:00:00,2018-06-16 10:00:00,2018-06-16 12:00:00,2018-06-16 13:00:00,41.36
2018-06-16 10:00:00,2018-06-16 11:00:00,2018-06-16 13:00:00,2018-06-16 14:00:00,41.36
2018-06-16 11:00:00,2018-06-16 12:00:00,2018-06-16 14:00:00,2018-06-16 15:00:00,40.3
2018-06-16 12:00:00,2018-06-16 13:00:00,2018-06-16 15:00:00,2018-06-16 16:00:00,40.3
2018-06-16 13:00:00,2018-06-16 14:00:00,2018-06-16 16:00:00,2018-06-16 17:00:00,40.3
2018-06-16 14:00:00,2018-06-16 15:00:00,2018-06-16 17:00:00,2018-06-16 18:00:00,42.0
2018-06-16 15:00:00,2018-06-16 16:00:00,2018-06-16 18:00:00,2018-06-16 19:00:00,42.0
2018-06-16 16:00:00,2018-06-16 17:00:00,2018-06-16 19:00:00,2018-06-16 20:00:00,46.02
2018-06-16 17:00:00,2018-06-16 18:00:00,2018-06-16 20:00:00,2018-06-16 21:00:00,46.8
2018-06-16 18:00:00,2018-06-16 19:00:00,2018-06-16 21:00:00,2018-06-16 22:00:00,46.08
2018-06-16 19:00:00,2018-06-16 20:00:00,2018-06-16 22:00:00,2018-06-16 23:00:00,42.95
2018-06-16 20:00:00,2018-06-16 21:00:00,2018-06-16 23:00:00,2018-06-17 00:00:00,42.95
2018-06-16 21:00:00,2018-06-16 22:00:00,2018-06-17 00:00:00,2018-06-17 01:00:00,42.42
2018-06-16 22:00:00,2018-06-16 23:00:00,2018-06-17 01:00:00,2018-06-17 02:00:00,43.87
2018-06-16 23:00:00,2018-06-17 00:00:00,2018-06-17 02:00:00,2018-06-17 03:00:00,42.09
2018-06-17 00:00:00,2018-06-17 01:00:00,2018-06-17 03:00:00,2018-06-17 04:00:00,40.42
2018-06-17 01:00:00,2018-06-17 02:00:00,2018-06-17 04:00:00,2018-06-17 05:00:00,40.02
2018-06-17 02:00:00,2018-06-17 03:00:00,2018-06-17 05:00:00,2018-06-17 06:00:00,39.6
2018-06-17 03:00:00,2018-06-17 04:00:00,2018-06-17 06:00:00,2018-06-17 07:00:00,39.64
2018-06-17 04:00:00,2018-06-17 05:00:00,2018-06-17 07:00:00,2018-06-17 08:00:00,40.55
2018-06-17 05:00:00,2018-06-17 06:00:00,2018-06-17 08:00:00,2018-06-17 09:00:00,41.48
2018-06-17 06:00:00,2018-06-17 07:00:00,2018-06-17 09:00:00,2018-06-17 10:00:00,43.63
2018-06-17 07:00:00,2018-06-17 08:00:00,2018-06-17 10:00:00,2018-06-17 11:00:00,44.77
2018-06-17 08:00:00,2018-06-17 09:00:00,2018-06-17 11:00:00,2018-06-17 12:00:00,45.42
2018-06-17 09:00:00,2018-06-17 10:00:00,2018-06-17 12:00:00,2018-06-17 13:00:00,45.7
2018-06-17 10:00:00,2018-06-17 11:00:00,2018-06-17 13:00:00,2018-06-17 14:00:00,45.45
2018-06-17 11:00:00,2018-06-17 12:00:00,2018-06-17 14:00:00,2018-06-17 15:00:00,44.88
2018-06-17 12:00:00,2018-06-17 13:00:00,2018-06-17 15:00:00,2018-06-17 16:00:00,44.24
2018-06-17 13:00:00,2018-06-17 14:00:00,2018-06-17 16:00:00,2018-06-17 17:00:00,44.04
2018-06-17 14:00:00,2018-06-17 15:00:00,2018-06-17 17:00:00,2018-06-17 18:00:00,44.06
2018-06-17 15:00:00,2018-06-17 16:00:00,2018-06-17 18:00:00,2018-06-17 19:00:00,45.76
2018-06-17 16:00:00,2018-06-17 17:00:00,2018-06-17 19:00:00,2018-06-17 20:00:00,44.17
2018-06-17 17:00:00,2018-06-17 18:00:00,2018-06-17 20:00:00,2018-06-17 21:00:00,45.03
2018-06-17 18:00:00,2018-06-17 19:00:00,2018-06-17 21:00:00,2018-06-17 22:00:00,43.25
2018-06-17 19:00:00,2018-06-17 20:00:00,2018-06-17 22:00:00,2018-06-17 23:00:00,43.25
2018-06-17 20:00:00,2018-06-17 21:00:00,2018-06-17 23:00:00,2018-06-18 00:00:00,43.25
2018-06-17 21:00:00,2018-06-17 22:00:00,2018-06-18 00:00:00,2018-06-18 01:00:00,42.19
2018-06-17 22:00:00,2018-06-17 23:00:00,2018-06-18 01:00:00,2018-06-18 02:00:00,43.46
2018-06-17 23:00:00,2018-06-18 00:00:00,2018-06-18 02:00:00,2018-06-18 03:00:00,40.5
2018-06-18 00:00:00,2018-06-18 01:00:00,2018-06-18 03:00:00,2018-06-18 04:00:00,39.01
2018-06-18 01:00:00,2018-06-18 02:00:00,2018-06-18 04:00:00,2018-06-18 05:00:00,37.69
2018-06-18 02:00:00,2018-06-18 03:00:00,2018-06-18 05:00:00,2018-06-18 06:00:00,36.82
2018-06-18 03:00:00,2018-06-18 04:00:00,2018-06-18 06:00:00,2018-06-18 07:00:00,36.92
2018-06-18 04:00:00,2018-06-18 05:00:00,2018-06-18 07:00:00,2018-06-18 08:00:00,43.25
2018-06-18 05:00:00,2018-06-18 06:00:00,2018-06-18 08:00:00,2018-06-18 09:00:00,60.03
2018-06-18 06:00:00,2018-06-18 07:00:00,2018-06-18 09:00:00,2018-06-18 10:00:00,45.0
2018-06-18 07:00:00,2018-06-18 08:00:00,2018-06-18 10:00:00,2018-06-18 11:00:00,43.8
2018-06-18 08:00:00,2018-06-18 09:00:00,2018-06-18 11:00:00,2018-06-18 12:00:00,45.0
2018-06-18 09:00:00,2018-06-18 10:00:00,2018-06-18 12:00:00,2018-06-18 13:00:00,55.89
2018-06-18 10:00:00,2018-06-18 11:00:00,2018-06-18 13:00:00,2018-06-18 14:00:00,50.55
2018-06-18 11:00:00,2018-06-18 12:00:00,2018-06-18 14:00:00,2018-06-18 15:00:00,49.89
2018-06-18 12:00:00,2018-06-18 13:00:00,2018-06-18 15:00:00,2018-06-18 16:00:00,49.86
2018-06-18 13:00:00,2018-06-18 14:00:00,2018-06-18 16:00:00,2018-06-18 17:00:00,44.98
2018-06-18 14:00:00,2018-06-18 15:00:00,2018-06-18 17:00:00,2018-06-18 18:00:00,42.1
2018-06-18 15:00:00,2018-06-18 16:00:00,2018-06-18 18:00:00,2018-06-18 19:00:00,42.1
2018-06-18 16:00:00,2018-06-18 17:00:00,2018-06-18 19:00:00,2018-06-18 20:00:00,49.89
2018-06-18 17:00:00,2018-06-18 18:00:00,2018-06-18 20:00:00,2018-06-18 21:00:00,49.89
2018-06-18 18:00:00,2018-06-18 19:00:00,2018-06-18 21:00:00,2018-06-18 22:00:00,45.3
2018-06-18 19:00:00,2018-06-18 20:00:00,2018-06-18 22:00:00,2018-06-18 23:00:00,44.9
2018-06-18 20:00:00,2018-06-18 21:00:00,2018-06-18 23:00:00,2018-06-19 00:00:00,44.2
2018-06-18 21:00:00,2018-06-18 22:00:00,2018-06-19 00:00:00,2018-06-19 01:00:00,41.59
2018-06-18 22:00:00,2018-06-18 23:00:00,2018-06-19 01:00:00,2018-06-19 02:00:00,38.6
2018-06-18 23:00:00,2018-06-19 00:00:00,2018-06-19 02:00:00,2018-06-19 03:00:00,28.6
2018-06-19 00:00:00,2018-06-19 01:00:00,2018-06-19 03:00:00,2018-06-19 04:00:00,26.48
2018-06-19 01:00:00,2018-06-19 02:00:00,2018-06-19 04:00:00,2018-06-19 05:00:00,25.8
2018-06-19 02:00:00,2018-06-19 03:00:00,2018-06-19 05:00:00,2018-06-19 06:00:00,18.01
2018-06-19 03:00:00,2018-06-19 04:00:00,2018-06-19 06:00:00,2018-06-19 07:00:00,26.48
2018-06-19 04:00:00,2018-06-19 05:00:00,2018-06-19 07:00:00,2018-06-19 08:00:00,38.14
2018-06-19 05:00:00,2018-06-19 06:00:00,2018-06-19 08:00:00,2018-06-19 09:00:00,49.86
2018-06-19 06:00:00,2018-06-19 07:00:00,2018-06-19 09:00:00,2018-06-19 10:00:00,49.85
2018-06-19 07:00:00,2018-06-19 08:00:00,2018-06-19 10:00:00,2018-06-19 11:00:00,42.37
2018-06-19 08:00:00,2018-06-19 09:00:00,2018-06-19 11:00:00,2018-06-19 12:00:00,47.98
2018-06-19 09:00:00,2018-06-19 10:00:00,2018-06-19 12:00:00,2018-06-19 13:00:00,46.55
2018-06-19 10:00:00,2018-06-19 11:00:00,2018-06-19 13:00:00,2018-06-19 14:00:00,47.35
2018-06-19 11:00:00,2018-06-19 12:00:00,2018-06-19 14:00:00,2018-06-19 15:00:00,46.96
2018-06-19 12:00:00,2018-06-19 13:00:00,2018-06-19 15:00:00,2018-06-19 16:00:00,45.73
2018-06-19 13:00:00,2018-06-19 14:00:00,2018-06-19 16:00:00,2018-06-19 17:00:00,41.7
2018-06-19 14:00:00,2018-06-19 15:00:00,2018-06-19 17:00:00,2018-06-19 18:00:00,41.2
2018-06-19 15:00:00,2018-06-19 16:00:00,2018-06-19 18:00:00,2018-06-19 19:00:00,40.1
2018-06-19 16:00:00,2018-06-19 17:00:00,2018-06-19 19:00:00,2018-06-19 20:00:00,39.72
2018-06-19 17:00:00,2018-06-19 18:00:00,2018-06-19 20:00:00,2018-06-19 21:00:00,39.3
2018-06-19 18:00:00,2018-06-19 19:00:00,2018-06-19 21:00:00,2018-06-19 22:00:00,38.67
2018-06-19 19:00:00,2018-06-19 20:00:00,2018-06-19 22:00:00,2018-06-19 23:00:00,38.67
2018-06-19 20:00:00,2018-06-19 21:00:00,2018-06-19 23:00:00,2018-06-20 00:00:00,38.3
2018-06-19 21:00:00,2018-06-19 22:00:00,2018-06-20 00:00:00,2018-06-20 01:00:00,37.6
2018-06-19 22:00:00,2018-06-19 23:00:00,2018-06-20 01:00:00,2018-06-20 02:00:00,38.48
2018-06-19 23:00:00,2018-06-20 00:00:00,2018-06-20 02:00:00,2018-06-20 03:00:00,34.79
2018-06-20 00:00:00,2018-06-20 01:00:00,2018-06-20 03:00:00,2018-06-20 04:00:00,34.79
2018-06-20 01:00:00,2018-06-20 02:00:00,2018-06-20 04:00:00,2018-06-20 05:00:00,34.79
2018-06-20 02:00:00,2018-06-20 03:00:00,2018-06-20 05:00:00,2018-06-20 06:00:00,34.79
2018-06-20 03:00:00,2018-06-20 04:00:00,2018-06-20 06:00:00,2018-06-20 07:00:00,36.37
2018-06-20 04:00:00,2018-06-20 05:00:00,2018-06-20 07:00:00,2018-06-20 08:00:00,39.53
2018-06-20 05:00:00,2018-06-20 06:00:00,2018-06-20 08:00:00,2018-06-20 09:00:00,45.34
2018-06-20 06:00:00,2018-06-20 07:00:00,2018-06-20 09:00:00,2018-06-20 10:00:00,45.68
2018-06-20 07:00:00,2018-06-20 08:00:00,2018-06-20 10:00:00,2018-06-20 11:00:00,45.74
2018-06-20 08:00:00,2018-06-20 09:00:00,2018-06-20 11:00:00,2018-06-20 12:00:00,45.6
2018-06-20 09:00:00,2018-06-20 10:00:00,2018-06-20 12:00:00,2018-06-20 13:00:00,41.11
2018-06-20 10:00:00,2018-06-20 11:00:00,2018-06-20 13:00:00,2018-06-20 14:00:00,41.11
2018-06-20 11:00:00,2018-06-20 12:00:00,2018-06-20 14:00:00,2018-06-20 15:00:00,45.7
2018-06-20 12:00:00,2018-06-20 13:00:00,2018-06-20 15:00:00,2018-06-20 16:00:00,44.42
2018-06-20 13:00:00,2018-06-20 14:00:00,2018-06-20 16:00:00,2018-06-20 17:00:00,42.15
2018-06-20 14:00:00,2018-06-20 15:00:00,2018-06-20 17:00:00,2018-06-20 18:00:00,40.59
2018-06-20 15:00:00,2018-06-20 16:00:00,2018-06-20 18:00:00,2018-06-20 19:00:00,40.59
2018-06-20 16:00:00,2018-06-20 17:00:00,2018-06-20 19:00:00,2018-06-20 20:00:00,41.64
2018-06-20 17:00:00,2018-06-20 18:00:00,2018-06-20 20:00:00,2018-06-20 21:00:00,43.56
2018-06-20 18:00:00,2018-06-20 19:00:00,2018-06-20 21:00:00,2018-06-20 22:00:00,43.06
2018-06-20 19:00:00,2018-06-20 20:00:00,2018-06-20 22:00:00,2018-06-20 23:00:00,42.65
2018-06-20 20:00:00,2018-06-20 21:00:00,2018-06-20 23:00:00,2018-06-21 00:00:00,42.32
2018-06-20 21:00:00,2018-06-20 22:00:00,2018-06-21 00:00:00,2018-06-21 01:00:00,41.56
2018-06-20 22:00:00,2018-06-20 23:00:00,2018-06-21 01:00:00,2018-06-21 02:00:00,38.79
2018-06-20 23:00:00,2018-06-21 00:00:00,2018-06-21 02:00:00,2018-06-21 03:00:00,38.0
2018-06-21 00:00:00,2018-06-21 01:00:00,2018-06-21 03:00:00,2018-06-21 04:00:00,35.04
2018-06-21 01:00:00,2018-06-21 02:00:00,2018-06-21 04:00:00,2018-06-21 05:00:00,37.09
2018-06-21 02:00:00,2018-06-21 03:00:00,2018-06-21 05:00:00,2018-06-21 06:00:00,35.01
2018-06-21 03:00:00,2018-06-21 04:00:00,2018-06-21 06:00:00,2018-06-21 07:00:00,39.37
2018-06-21 04:00:00,2018-06-21 05:00:00,2018-06-21 07:00:00,2018-06-21 08:00:00,45.98
2018-06-21 05:00:00,2018-06-21 06:00:00,2018-06-21 08:00:00,2018-06-21 09:00:00,57.73
2018-06-21 06:00:00,2018-06-21 07:00:00,2018-06-21 09:00:00,2018-06-21 10:00:00,62.04
2018-06-21 07:00:00,2018-06-21 08:00:00,2018-06-21 10:00:00,2018-06-21 11:00:00,60.8
2018-06-21 08:00:00,2018-06-21 09:00:00,2018-06-21 11:00:00,2018-06-21 12:00:00,60.81
2018-06-21 09:00:00,2018-06-21 10:00:00,2018-06-21 12:00:00,2018-06-21 13:00:00,59.8
2018-06-21 10:00:00,2018-06-21 11:00:00,2018-06-21 13:00:00,2018-06-21 14:00:00,60.84
2018-06-21 11:00:00,2018-06-21 12:00:00,2018-06-21 14:00:00,2018-06-21 15:00:00,55.81
2018-06-21 12:00:00,2018-06-21 13:00:00,2018-06-21 15:00:00,2018-06-21 16:00:00,52.99
2018-06-21 13:00:00,2018-06-21 14:00:00,2018-06-21 16:00:00,2018-06-21 17:00:00,49.11
2018-06-21 14:00:00,2018-06-21 15:00:00,2018-06-21 17:00:00,2018-06-21 18:00:00,41.92
2018-06-21 15:00:00,2018-06-21 16:00:00,2018-06-21 18:00:00,2018-06-21 19:00:00,49.83
2018-06-21 16:00:00,2018-06-21 17:00:00,2018-06-21 19:00:00,2018-06-21 20:00:00,60.59
2018-06-21 17:00:00,2018-06-21 18:00:00,2018-06-21 20:00:00,2018-06-21 21:00:00,45.0
2018-06-21 18:00:00,2018-06-21 19:00:00,2018-06-21 21:00:00,2018-06-21 22:00:00,38.03
2018-06-21 19:00:00,2018-06-21 20:00:00,2018-06-21 22:00:00,2018-06-21 23:00:00,38.0
2018-06-21 20:00:00,2018-06-21 21:00:00,2018-06-21 23:00:00,2018-06-22 00:00:00,36.97
2018-06-21 21:00:00,2018-06-21 22:00:00,2018-06-22 00:00:00,2018-06-22 01:00:00,22.02
2018-06-21 22:00:00,2018-06-21 23:00:00,2018-06-22 01:00:00,2018-06-22 02:00:00,15.86
2018-06-21 23:00:00,2018-06-22 00:00:00,2018-06-22 02:00:00,2018-06-22 03:00:00,15.21
2018-06-22 00:00:00,2018-06-22 01:00:00,2018-06-22 03:00:00,2018-06-22 04:00:00,13.09
2018-06-22 01:00:00,2018-06-22 02:00:00,2018-06-22 04:00:00,2018-06-22 05:00:00,4.56
2018-06-22 02:00:00,2018-06-22 03:00:00,2018-06-22 05:00:00,2018-06-22 06:00:00,4.34
2018-06-22 03:00:00,2018-06-22 04:00:00,2018-06-22 06:00:00,2018-06-22 07:00:00,10.38
2018-06-22 04:00:00,2018-06-22 05:00:00,2018-06-22 07:00:00,2018-06-22 08:00:00,32.35
2018-06-22 05:00:00,2018-06-22 06:00:00,2018-06-22 08:00:00,2018-06-22 09:00:00,41.42
2018-06-22 06:00:00,2018-06-22 07:00:00,2018-06-22 09:00:00,2018-06-22 10:00:00,40.1
2018-06-22 07:00:00,2018-06-22 08:00:00,2018-06-22 10:00:00,2018-06-22 11:00:00,39.27
2018-06-22 08:00:00,2018-06-22 09:00:00,2018-06-22 11:00:00,2018-06-22 12:00:00,34.9
2018-06-22 09:00:00,2018-06-22 10:00:00,2018-06-22 12:00:00,2018-06-22 13:00:00,35.0
2018-06-22 10:00:00,2018-06-22 11:00:00,2018-06-22 13:00:00,2018-06-22 14:00:00,39.96
2018-06-22 11:00:00,2018-06-22 12:00:00,2018-06-22 14:00:00,2018-06-22 15:00:00,41.09
2018-06-22 12:00:00,2018-06-22 13:00:00,2018-06-22 15:00:00,2018-06-22 16:00:00,41.0
2018-06-22 13:00:00,2018-06-22 14:00:00,2018-06-22 16:00:00,2018-06-22 17:00:00,35.08
2018-06-22 14:00:00,2018-06-22 15:00:00,2018-06-22 17:00:00,2018-06-22 18:00:00,33.47
2018-06-22 15:00:00,2018-06-22 16:00:00,2018-06-22 18:00:00,2018-06-22 19:00:00,37.08
2018-06-22 16:00:00,2018-06-22 17:00:00,2018-06-22 19:00:00,2018-06-22 20:00:00,43.26
2018-06-22 17:00:00,2018-06-22 18:00:00,2018-06-22 20:00:00,2018-06-22 21:00:00,42.1
2018-06-22 18:00:00,2018-06-22 19:00:00,2018-06-22 21:00:00,2018-06-22 22:00:00,33.96
2018-06-22 19:00:00,2018-06-22 20:00:00,2018-06-22 22:00:00,2018-06-22 23:00:00,33.96
2018-06-22 20:00:00,2018-06-22 21:00:00,2018-06-22 23:00:00,2018-06-23 00:00:00,35.2
2018-06-22 21:00:00,2018-06-22 22:00:00,2018-06-23 00:00:00,2018-06-23 01:00:00,33.27
2018-06-22 22:00:00,2018-06-22 23:00:00,2018-06-23 01:00:00,2018-06-23 02:00:00,24.04
2018-06-22 23:00:00,2018-06-23 00:00:00,2018-06-23 02:00:00,2018-06-23 03:00:00,18.42
2018-06-23 00:00:00,2018-06-23 01:00:00,2018-06-23 03:00:00,2018-06-23 04:00:00,17.99
2018-06-23 01:00:00,2018-06-23 02:00:00,2018-06-23 04:00:00,2018-06-23 05:00:00,15.45
2018-06-23 02:00:00,2018-06-23 03:00:00,2018-06-23 05:00:00,2018-06-23 06:00:00,11.05
2018-06-23 03:00:00,2018-06-23 04:00:00,2018-06-23 06:00:00,2018-06-23 07:00:00,13.01
2018-06-23 04:00:00,2018-06-23 05:00:00,2018-06-23 07:00:00,2018-06-23 08:00:00,17.04
2018-06-23 05:00:00,2018-06-23 06:00:00,2018-06-23 08:00:00,2018-06-23 09:00:00,36.05
2018-06-23 06:00:00,2018-06-23 07:00:00,2018-06-23 09:00:00,2018-06-23 10:00:00,40.15
2018-06-23 07:00:00,2018-06-23 08:00:00,2018-06-23 10:00:00,2018-06-23 11:00:00,42.03
2018-06-23 08:00:00,2018-06-23 09:00:00,2018-06-23 11:00:00,2018-06-23 12:00:00,42.83
2018-06-23 09:00:00,2018-06-23 10:00:00,2018-06-23 12:00:00,2018-06-23 13:00:00,42.64
2018-06-23 10:00:00,2018-06-23 11:00:00,2018-06-23 13:00:00,2018-06-23 14:00:00,42.19
2018-06-23 11:00:00,2018-06-23 12:00:00,2018-06-23 14:00:00,2018-06-23 15:00:00,41.95
2018-06-23 12:00:00,2018-06-23 13:00:00,2018-06-23 15:00:00,2018-06-23 16:00:00,41.33
2018-06-23 13:00:00,2018-06-23 14:00:00,2018-06-23 16:00:00,2018-06-23 17:00:00,40.78
2018-06-23 14:00:00,2018-06-23 15:00:00,2018-06-23 17:00:00,2018-06-23 18:00:00,40.39
2018-06-23 15:00:00,2018-06-23 16:00:00,2018-06-23 18:00:00,2018-06-23 19:00:00,41.76
2018-06-23 16:00:00,2018-06-23 17:00:00,2018-06-23 19:00:00,2018-06-23 20:00:00,41.95
2018-06-23 17:00:00,2018-06-23 18:00:00,2018-06-23 20:00:00,2018-06-23 21:00:00,42.52
2018-06-23 18:00:00,2018-06-23 19:00:00,2018-06-23 21:00:00,2018-06-23 22:00:00,42.67
2018-06-23 19:00:00,2018-06-23 20:00:00,2018-06-23 22:00:00,2018-06-23 23:00:00,39.3
2018-06-23 20:00:00,2018-06-23 21:00:00,2018-06-23 23:00:00,2018-06-24 00:00:00,39.3
2018-06-23 21:00:00,2018-06-23 22:00:00,2018-06-24 00:00:00,2018-06-24 01:00:00,39.44
2018-06-23 22:00:00,2018-06-23 23:00:00,2018-06-24 01:00:00,2018-06-24 02:00:00,39.66
2018-06-23 23:00:00,2018-06-24 00:00:00,2018-06-24 02:00:00,2018-06-24 03:00:00,38.01
2018-06-24 00:00:00,2018-06-24 01:00:00,2018-06-24 03:00:00,2018-06-24 04:00:00,36.61
2018-06-24 01:00:00,2018-06-24 02:00:00,2018-06-24 04:00:00,2018-06-24 05:00:00,35.78
2018-06-24 02:00:00,2018-06-24 03:00:00,2018-06-24 05:00:00,2018-06-24 06:00:00,35.45
2018-06-24 03:00:00,2018-06-24 04:00:00,2018-06-24 06:00:00,2018-06-24 07:00:00,35.59
2018-06-24 04:00:00,2018-06-24 05:00:00,2018-06-24 07:00:00,2018-06-24 08:00:00,39.14
2018-06-24 05:00:00,2018-06-24 06:00:00,2018-06-24 08:00:00,2018-06-24 09:00:00,40.72
2018-06-24 06:00:00,2018-06-24 07:00:00,2018-06-24 09:00:00,2018-06-24 10:00:00,43.08
2018-06-24 07:00:00,2018-06-24 08:00:00,2018-06-24 10:00:00,2018-06-24 11:00:00,43.33
